ts_code,trade_date,t_pre_close,t_1_close,diff_pct
002787.SZ,2018-06-06,11.4200,11.6200,0.0172
002787.SZ,2020-06-05,6.9300,7.0300,0.0142
002787.SZ,2025-05-21,8.6200,8.7200,0.0115
002788.SZ,2018-05-25,21.0200,31.7300,0.3375
002788.SZ,2019-05-29,9.0200,15.5300,0.4192
002788.SZ,2020-06-08,7.9800,8.1300,0.0185
002788.SZ,2020-09-17,8.8600,9.5000,0.0674
002788.SZ,2021-06-03,8.3500,8.5500,0.0234
002788.SZ,2022-07-06,8.1600,8.4600,0.0355
002788.SZ,2023-06-14,9.0300,9.3300,0.0322
002788.SZ,2024-07-04,7.7100,8.0100,0.0375
002788.SZ,2025-07-10,8.3600,8.7100,0.0402
002789.SZ,2018-08-24,20.1400,34.3800,0.4142
002790.SZ,2017-06-01,32.6500,33.0500,0.0121
002790.SZ,2018-05-25,14.4700,23.6500,0.3882
002790.SZ,2019-05-30,7.6900,12.6100,0.3902
002790.SZ,2020-06-23,6.2500,6.4500,0.0310
002790.SZ,2021-06-30,5.3600,5.5100,0.0272
002790.SZ,2022-05-30,6.4500,6.6000,0.0227
002790.SZ,2023-06-01,8.2800,8.4800,0.0236
002790.SZ,2024-06-18,9.7900,10.0400,0.0249
002790.SZ,2025-06-19,6.9600,7.1600,0.0279
002791.SZ,2017-06-08,24.6300,37.2000,0.3379
002792.SZ,2016-06-07,60.8700,91.7000,0.3362
002792.SZ,2019-06-18,20.7800,31.2100,0.3342
002792.SZ,2021-05-27,17.2400,17.5400,0.0171
002792.SZ,2024-06-18,10.8600,14.3100,0.2411
002793.SZ,2017-06-01,26.1900,52.9800,0.5057
002793.SZ,2019-04-24,12.3100,12.6100,0.0238
002793.SZ,2019-09-23,12.0200,20.4400,0.4119
002795.SZ,2017-05-11,29.4500,59.4000,0.5042
002795.SZ,2018-06-22,19.5700,19.8200,0.0126
002795.SZ,2019-04-02,16.5800,17.0800,0.0293
002795.SZ,2022-06-01,8.1500,11.4100,0.2857
002795.SZ,2023-06-01,9.2900,13.0100,0.2859
002796.SZ,2019-04-01,32.8600,49.4900,0.3360
002796.SZ,2020-05-28,22.7100,34.1100,0.3342
002797.SZ,2017-05-26,9.5000,15.2400,0.3766
002798.SZ,2018-05-18,34.9500,59.6200,0.4138
002798.SZ,2018-09-25,16.9700,28.8500,0.4118
002798.SZ,2019-06-06,18.7800,19.0800,0.0157
002798.SZ,2021-04-30,18.8600,19.0600,0.0105
002798.SZ,2022-06-02,9.1800,9.3800,0.0213
002799.SZ,2017-06-27,20.0900,30.3300,0.3376
002799.SZ,2020-07-14,19.0200,22.9200,0.1702
002799.SZ,2021-05-27,14.4700,20.3400,0.2886
002800.SZ,2021-05-26,13.6700,19.2100,0.2884
002800.SZ,2024-07-02,9.9600,13.9500,0.2860
002801.SZ,2017-04-20,50.4400,101.1800,0.5015
002801.SZ,2018-05-25,30.6400,31.1400,0.0161
002801.SZ,2019-06-06,25.5300,25.8300,0.0116
002801.SZ,2020-07-03,32.2400,42.2100,0.2362
002801.SZ,2021-06-03,25.5700,38.6500,0.3384
002801.SZ,2021-10-26,16.6700,16.8700,0.0119
002801.SZ,2022-04-22,23.1900,23.6900,0.0211
002801.SZ,2023-05-17,23.0100,23.5100,0.0213
002801.SZ,2024-06-13,20.8500,21.1500,0.0142
002801.SZ,2025-05-28,31.2200,31.5700,0.0111
002802.SZ,2018-06-15,27.1000,27.4500,0.0128
002802.SZ,2019-07-17,22.4200,23.4000,0.0419
002802.SZ,2020-05-28,19.4500,19.9400,0.0246
002802.SZ,2020-09-16,27.0800,27.3700,0.0106
002802.SZ,2021-06-04,35.3100,35.8000,0.0137
002802.SZ,2022-06-08,14.3800,19.1000,0.2471
002802.SZ,2023-05-12,10.2200,13.8900,0.2642
002802.SZ,2024-07-22,7.8000,8.0500,0.0311
002803.SZ,2018-12-18,17.5100,29.7600,0.4116
002803.SZ,2019-07-02,21.0400,21.4800,0.0205
002803.SZ,2020-06-09,25.2400,43.0000,0.4130
002803.SZ,2023-03-10,16.7500,17.0100,0.0153
002803.SZ,2023-09-25,17.1000,17.3000,0.0116
002803.SZ,2024-04-30,15.3400,15.7000,0.0229
002803.SZ,2024-12-17,15.2500,15.4300,0.0117
002803.SZ,2025-05-22,14.5000,14.6600,0.0109
002803.SZ,2025-10-15,17.7700,17.9500,0.0100
002805.SZ,2019-06-19,13.1800,19.8000,0.3343
002805.SZ,2023-05-26,20.8600,29.3100,0.2883
002806.SZ,2017-05-18,26.2800,44.7700,0.4130
002807.SZ,2018-05-22,6.7200,6.8200,0.0147
002807.SZ,2019-04-17,5.4500,6.5900,0.1730
002807.SZ,2020-06-09,3.9600,4.1400,0.0435
002807.SZ,2021-05-13,4.0600,4.2400,0.0425
002807.SZ,2022-05-13,4.0100,4.1900,0.0430
002807.SZ,2023-06-07,3.8300,4.0100,0.0449
002807.SZ,2024-05-10,3.7300,3.9200,0.0485
002807.SZ,2025-04-30,4.2200,4.4200,0.0452
002807.SZ,2025-12-03,4.8100,4.9100,0.0204
002808.SZ,2017-06-13,18.2300,29.2700,0.3772
002808.SZ,2019-06-28,9.6100,13.5100,0.2887
002808.SZ,2024-06-14,1.6700,1.6900,0.0118
002809.SZ,2017-05-11,37.7700,56.9500,0.3368
002809.SZ,2019-06-12,17.8200,18.0200,0.0111
002809.SZ,2020-05-27,12.3600,21.0800,0.4137
002809.SZ,2022-06-02,9.2700,9.3700,0.0107
002809.SZ,2024-06-07,6.6800,6.8300,0.0220
002809.SZ,2025-06-19,12.7100,13.0100,0.0231
002810.SZ,2018-06-27,14.8300,17.8000,0.1669
002810.SZ,2019-05-29,14.8100,23.8900,0.3801
002810.SZ,2020-07-07,33.4900,33.8900,0.0118
002810.SZ,2021-06-02,50.1500,85.2500,0.4117
002810.SZ,2023-06-16,17.2600,17.5600,0.0171
002810.SZ,2024-07-05,11.1500,11.3500,0.0176
002810.SZ,2025-01-03,12.5300,12.6800,0.0118
002811.SZ,2018-06-21,16.0700,16.2700,0.0123
002811.SZ,2019-07-23,14.4300,14.6300,0.0137
002811.SZ,2020-06-03,11.0900,16.9300,0.3449
002811.SZ,2021-06-15,8.3300,8.7300,0.0458
002811.SZ,2022-07-07,8.3100,8.8100,0.0568
002811.SZ,2024-05-29,6.8700,7.0600,0.0269
002811.SZ,2024-09-05,6.4400,6.6300,0.0287
002811.SZ,2025-05-27,13.9600,14.1500,0.0134
002811.SZ,2025-09-25,11.7600,12.0000,0.0200
002812.SZ,2018-04-17,61.0500,123.2000,0.5045
002812.SZ,2019-07-09,29.8400,51.1000,0.4160
002812.SZ,2024-06-03,38.0400,39.5700,0.0387
002815.SZ,2017-05-12,36.1900,36.6400,0.0123
002815.SZ,2018-05-04,17.4200,35.3800,0.5076
002815.SZ,2019-04-23,17.0600,17.4000,0.0195
002815.SZ,2020-06-03,19.4800,19.7800,0.0152
002815.SZ,2021-05-20,11.2600,11.5100,0.0217
002815.SZ,2022-05-20,11.2000,11.5100,0.0269
002815.SZ,2023-05-19,11.4300,11.7200,0.0247
002815.SZ,2024-05-24,8.4800,8.6800,0.0230
002815.SZ,2025-05-22,10.2400,10.3600,0.0116
002817.SZ,2020-06-09,13.2000,22.5300,0.4141
002817.SZ,2021-06-09,9.9000,14.4200,0.3135
002817.SZ,2022-04-29,5.9800,8.4500,0.2923
002817.SZ,2024-06-27,5.4300,5.5100,0.0145
002818.SZ,2017-05-16,40.6000,41.1000,0.0122
002818.SZ,2018-05-02,27.3300,27.9300,0.0215
002818.SZ,2018-10-22,21.2000,21.7000,0.0230
002818.SZ,2019-05-06,14.4600,25.0800,0.4234
002818.SZ,2019-11-19,11.8100,12.0100,0.0167
002818.SZ,2020-06-09,11.9700,12.1200,0.0124
002818.SZ,2021-05-07,14.0000,14.6000,0.0411
002818.SZ,2022-05-13,11.7600,12.5600,0.0637
002818.SZ,2022-09-29,12.8000,13.2000,0.0303
002818.SZ,2023-05-12,13.4000,14.0800,0.0483
002818.SZ,2023-09-28,14.1300,14.5300,0.0275
002818.SZ,2024-05-14,13.7300,14.4100,0.0472
002818.SZ,2024-10-17,12.7700,13.1700,0.0304
002818.SZ,2025-04-03,13.4800,14.1600,0.0480
002818.SZ,2025-09-30,11.7700,12.1300,0.0297
002819.SZ,2019-06-11,18.0800,23.5500,0.2323
002820.SZ,2018-04-27,14.3100,23.2000,0.3832
002820.SZ,2019-06-18,12.4800,12.6800,0.0158
002820.SZ,2020-06-09,11.1500,11.3500,0.0176
002820.SZ,2021-06-09,10.6600,10.8100,0.0139
002820.SZ,2022-06-07,8.1000,8.2500,0.0182
002820.SZ,2023-06-09,11.2700,11.4200,0.0131
002820.SZ,2024-06-06,7.7000,7.8900,0.0241
002820.SZ,2025-06-13,11.0100,11.1600,0.0134
002821.SZ,2017-06-14,73.7900,148.0700,0.5017
002821.SZ,2022-07-21,191.5700,269.0000,0.2878
002821.SZ,2023-06-28,123.5800,125.3800,0.0144
002821.SZ,2024-06-28,65.7700,67.5000,0.0256
002821.SZ,2025-06-26,84.5400,85.6400,0.0128
002822.SZ,2017-06-14,13.1600,26.5100,0.5036
002822.SZ,2025-12-30,3.8400,4.0700,0.0565
002823.SZ,2017-06-06,21.4300,42.8000,0.4993
002823.SZ,2018-05-31,13.8100,13.9700,0.0115
002823.SZ,2019-05-30,10.0400,10.3000,0.0252
002823.SZ,2024-11-27,15.0100,15.1900,0.0118
002823.SZ,2025-05-20,13.7600,13.9100,0.0108
002823.SZ,2025-09-24,16.5200,16.7000,0.0108
002824.SZ,2017-06-16,23.8800,35.9900,0.3365
002824.SZ,2023-07-06,22.7400,32.1600,0.2929
002824.SZ,2024-07-16,12.4500,12.6400,0.0150
002824.SZ,2025-07-08,16.3900,16.5600,0.0103
002825.SZ,2018-06-26,14.0900,19.8300,0.2895
002825.SZ,2020-06-23,13.6000,13.8000,0.0145
002825.SZ,2021-04-27,15.0600,15.4600,0.0259
002825.SZ,2022-06-02,10.7200,15.2600,0.2975
002825.SZ,2023-07-07,8.7700,12.5700,0.3023
002825.SZ,2024-06-28,6.2100,6.3300,0.0190
002825.SZ,2025-06-12,10.4100,10.5300,0.0114
002827.SZ,2017-05-23,27.0700,27.3700,0.0110
002827.SZ,2018-06-25,13.9400,14.3400,0.0279
002827.SZ,2019-07-04,10.7800,16.5700,0.3494
002827.SZ,2020-07-13,14.6200,14.7700,0.0102
002827.SZ,2021-06-25,10.4300,10.5800,0.0142
002827.SZ,2022-08-24,10.3200,10.4700,0.0143
002827.SZ,2023-07-05,11.8800,12.0300,0.0125
002828.SZ,2018-05-25,21.7000,37.0000,0.4135
002828.SZ,2024-06-20,8.8200,8.9100,0.0101
002829.SZ,2017-04-13,44.9000,90.0000,0.5011
002829.SZ,2023-07-04,36.1300,43.7200,0.1736
002830.SZ,2017-05-23,29.8800,60.0000,0.5020
002830.SZ,2019-05-30,14.5900,14.7500,0.0108
002830.SZ,2020-05-26,11.4000,11.5300,0.0113
002830.SZ,2021-06-09,9.8000,9.9200,0.0121
002830.SZ,2022-06-08,10.4500,10.6000,0.0142
002830.SZ,2024-06-07,9.4100,9.6500,0.0249
002830.SZ,2025-06-06,14.2700,14.5200,0.0172
002831.SZ,2018-05-21,46.3300,46.9300,0.0128
002831.SZ,2019-05-13,22.8900,50.7800,0.5492
002831.SZ,2020-06-12,26.9300,27.2100,0.0103
002831.SZ,2023-06-08,23.7400,24.0600,0.0133
002831.SZ,2023-09-26,23.4400,23.7600,0.0135
002831.SZ,2024-05-29,25.0900,25.7000,0.0237
002831.SZ,2024-10-11,24.2800,24.6000,0.0130
002831.SZ,2025-05-30,24.0100,24.6000,0.0240
002831.SZ,2025-09-23,26.0800,26.5000,0.0158
002832.SZ,2018-06-11,41.6500,71.8000,0.4199
002832.SZ,2019-07-09,26.6500,45.8000,0.4181
002832.SZ,2020-05-22,12.8600,22.3700,0.4251
002832.SZ,2021-07-07,25.0000,25.3000,0.0119
002832.SZ,2022-07-07,24.8500,25.1500,0.0119
002832.SZ,2024-08-16,19.0800,20.0800,0.0498
002832.SZ,2025-08-05,16.0500,16.5500,0.0302
002833.SZ,2020-06-02,24.9000,40.4400,0.3843
002833.SZ,2021-06-03,36.5100,51.9200,0.2968
002833.SZ,2022-06-23,16.4600,23.5600,0.3014
002833.SZ,2023-06-01,16.5200,16.9200,0.0236
002833.SZ,2023-10-11,18.7400,19.3400,0.0310
002833.SZ,2024-06-21,18.4200,19.0200,0.0315
002833.SZ,2024-10-18,16.0400,16.3400,0.0184
002833.SZ,2025-06-13,16.3000,16.7000,0.0240
002833.SZ,2025-10-22,16.0300,16.3300,0.0184
002835.SZ,2017-05-25,17.6500,35.4400,0.5020
002835.SZ,2022-07-11,9.9800,10.1000,0.0119
002835.SZ,2024-05-30,17.1900,17.4000,0.0121
002835.SZ,2025-07-09,18.5600,18.8800,0.0169
002836.SZ,2017-04-14,31.0500,62.3000,0.5016
002836.SZ,2018-05-29,19.3400,19.5900,0.0128
002836.SZ,2019-05-28,16.7800,17.2800,0.0289
002836.SZ,2021-06-16,8.7200,9.0200,0.0333
002836.SZ,2022-07-11,8.0200,9.7200,0.1749
002836.SZ,2023-06-08,7.8900,9.8700,0.2006
002836.SZ,2024-05-31,6.4200,6.5200,0.0153
002836.SZ,2025-05-27,8.8300,9.0700,0.0265
002837.SZ,2017-06-01,26.5100,65.5500,0.5956
002837.SZ,2020-05-29,25.4300,38.3700,0.3372
002837.SZ,2022-05-31,21.3800,27.9800,0.2359
002837.SZ,2023-05-19,27.4800,35.9200,0.2350
002837.SZ,2024-05-27,24.0200,31.4300,0.2358
002837.SZ,2025-05-30,24.7700,32.4000,0.2355
002838.SZ,2017-06-28,37.1300,55.9500,0.3364
002838.SZ,2018-04-26,22.5300,45.2100,0.5017
002838.SZ,2019-06-10,10.5600,16.9900,0.3785
002838.SZ,2021-05-26,17.9300,18.1300,0.0110
002839.SZ,2018-05-18,7.6800,7.7800,0.0129
002839.SZ,2019-06-12,5.7400,5.8900,0.0255
002839.SZ,2020-06-30,5.5200,5.6700,0.0265
002839.SZ,2021-07-08,5.3500,5.5100,0.0290
002839.SZ,2022-05-05,5.0700,6.2400,0.1875
002839.SZ,2023-06-01,4.2600,4.4600,0.0448
002839.SZ,2024-06-06,4.0200,4.2200,0.0474
002839.SZ,2025-05-16,4.2400,4.4400,0.0450
002839.SZ,2025-10-15,4.3200,4.4200,0.0226
002840.SZ,2018-06-26,34.3000,51.5700,0.3349
002840.SZ,2020-07-01,11.8100,18.9400,0.3765
002841.SZ,2018-05-21,58.9400,94.9000,0.3789
002841.SZ,2022-05-24,69.9400,70.8400,0.0127
002841.SZ,2023-06-07,62.4400,63.4900,0.0165
002841.SZ,2024-05-29,31.9600,32.8000,0.0256
002841.SZ,2025-06-13,33.9200,34.6000,0.0197
002841.SZ,2026-04-30,36.9100,37.6300,0.0191
002842.SZ,2018-05-24,24.0100,41.0200,0.4147
002842.SZ,2019-06-11,14.0800,22.6200,0.3775
002842.SZ,2022-06-10,8.1700,8.2700,0.0121
002843.SZ,2018-06-22,14.4400,14.5900,0.0103
002843.SZ,2019-05-31,9.5500,15.3300,0.3770
002843.SZ,2020-06-10,7.9900,8.2900,0.0362
002843.SZ,2021-06-11,8.2300,8.3200,0.0108
002843.SZ,2022-03-30,8.9900,9.1400,0.0164
002843.SZ,2024-05-13,16.2400,16.4400,0.0122
002845.SZ,2017-09-29,38.6900,77.3700,0.4999
002845.SZ,2022-07-05,13.4100,18.9300,0.2916
002846.SZ,2017-10-31,24.0400,38.6600,0.3782
002846.SZ,2021-03-30,11.0200,17.7800,0.3802
002847.SZ,2022-05-13,70.8000,71.8000,0.0139
002847.SZ,2023-05-18,84.3700,128.0500,0.3411
002847.SZ,2024-05-24,48.2600,69.0700,0.3013
002847.SZ,2024-09-06,41.1100,41.7100,0.0144
002847.SZ,2025-07-10,78.7000,79.7000,0.0125
002849.SZ,2018-06-11,21.3900,32.2000,0.3357
002849.SZ,2023-06-01,14.1700,19.8800,0.2872
002850.SZ,2018-05-25,34.0100,51.3200,0.3373
002850.SZ,2019-05-27,19.3000,19.5000,0.0103
002850.SZ,2024-05-24,95.6800,97.1800,0.0154
002850.SZ,2025-05-30,112.0400,114.0400,0.0175
002851.SZ,2018-05-22,27.2700,41.0600,0.3358
002851.SZ,2019-05-23,19.6700,29.6300,0.3361
002852.SZ,2017-10-16,46.2900,79.1100,0.4149
002852.SZ,2018-06-08,19.3400,33.1100,0.4159
002852.SZ,2019-05-22,14.6700,15.0700,0.0265
002852.SZ,2023-11-27,11.2700,11.4900,0.0191
002852.SZ,2024-11-11,8.5400,8.6300,0.0104
002852.SZ,2025-04-22,9.3800,9.5100,0.0137
002852.SZ,2025-08-28,11.4100,11.5900,0.0155
002852.SZ,2026-04-21,9.6500,9.7700,0.0123
002853.SZ,2017-09-01,46.5600,116.7100,0.6011
002853.SZ,2019-06-12,17.5900,17.7900,0.0112
002853.SZ,2020-06-18,21.6400,21.9000,0.0119
002853.SZ,2021-07-14,20.7600,21.0100,0.0119
002853.SZ,2024-07-09,8.4300,8.6300,0.0232
002856.SZ,2018-06-20,26.4700,31.9100,0.1705
002857.SZ,2018-05-31,13.5900,21.8000,0.3766
002858.SZ,2018-05-10,22.6400,45.4800,0.5022
002859.SZ,2017-09-15,43.0000,107.9000,0.6015
002859.SZ,2020-06-03,24.9400,39.9800,0.3762
002860.SZ,2018-04-27,24.0600,36.3900,0.3388
002860.SZ,2020-05-07,15.3500,26.3100,0.4166
002860.SZ,2022-06-21,12.5600,17.7200,0.2912
002861.SZ,2017-06-20,32.1500,32.6500,0.0153
002861.SZ,2018-05-30,24.8200,25.1200,0.0119
002861.SZ,2021-05-25,13.9500,18.1800,0.2327
002861.SZ,2024-05-30,9.0100,9.1600,0.0164
002862.SZ,2020-05-29,21.3800,32.0900,0.3337
002862.SZ,2025-05-16,17.7400,24.8700,0.2867
002863.SZ,2018-04-27,10.4500,17.8500,0.4146
002865.SZ,2023-04-17,93.4200,131.2000,0.2880
002865.SZ,2024-04-26,51.3200,52.0600,0.0142
002866.SZ,2018-07-10,19.2200,32.8000,0.4140
002867.SZ,2017-07-19,28.4000,29.0000,0.0207
002867.SZ,2018-05-23,33.1800,33.7800,0.0178
002867.SZ,2019-07-10,21.7700,33.3000,0.3462
002867.SZ,2020-06-03,20.4100,20.8600,0.0216
002867.SZ,2021-06-18,18.2400,27.9600,0.3476
002867.SZ,2021-11-25,18.2100,18.5100,0.0162
002867.SZ,2022-06-07,13.8500,14.3500,0.0348
002867.SZ,2023-06-05,16.4100,17.0000,0.0347
002867.SZ,2023-09-26,17.8200,18.1200,0.0166
002867.SZ,2024-07-10,13.1800,13.8200,0.0463
002867.SZ,2024-10-21,11.7000,12.0000,0.0250
002867.SZ,2025-06-11,13.4700,14.1100,0.0454
002867.SZ,2025-11-11,13.2500,13.5000,0.0185
002868.SZ,2018-06-11,21.6900,21.9400,0.0114
002868.SZ,2019-05-24,15.8200,16.0700,0.0156
002868.SZ,2020-05-28,13.0200,17.0300,0.2355
002868.SZ,2021-05-21,10.8600,11.0000,0.0127
002869.SZ,2018-07-13,24.7000,25.0000,0.0120
002869.SZ,2020-07-03,46.0900,71.3200,0.3538
002869.SZ,2021-07-05,22.6400,23.7000,0.0447
002871.SZ,2018-05-25,29.6100,50.6400,0.4153
002871.SZ,2020-05-28,16.0700,16.5200,0.0272
002871.SZ,2021-05-28,10.0800,15.0600,0.3307
002871.SZ,2022-05-27,9.5400,9.8900,0.0354
002871.SZ,2023-04-28,11.8400,15.6900,0.2454
002871.SZ,2024-06-11,7.7400,8.0300,0.0361
002871.SZ,2025-05-29,10.3600,10.7000,0.0318
002872.SZ,2018-08-22,11.1600,16.9700,0.3424
002873.SZ,2018-07-04,26.1400,44.6400,0.4144
002873.SZ,2021-11-10,13.3700,18.7200,0.2858
002873.SZ,2022-10-28,15.4700,21.6600,0.2858
002875.SZ,2018-05-28,22.3300,29.2300,0.2361
002875.SZ,2020-07-01,10.6700,13.8700,0.2307
002876.SZ,2019-06-25,26.9400,35.0600,0.2316
002876.SZ,2021-04-23,56.0800,78.3400,0.2841
002876.SZ,2022-05-19,28.2000,28.5000,0.0105
002877.SZ,2018-04-18,19.2300,32.7700,0.4132
002877.SZ,2019-05-24,9.2100,14.8000,0.3777
002878.SZ,2018-06-14,27.6800,47.4600,0.4168
002878.SZ,2019-05-24,27.2800,27.5800,0.0109
002878.SZ,2020-06-19,23.6500,40.5500,0.4168
002878.SZ,2021-05-14,18.8400,19.2000,0.0187
002878.SZ,2022-06-06,18.0900,18.4500,0.0195
002878.SZ,2023-05-31,16.9200,17.4200,0.0287
002879.SZ,2018-06-04,23.4800,33.0200,0.2889
002879.SZ,2019-05-15,13.8600,14.0600,0.0142
002879.SZ,2020-04-14,16.1600,16.3600,0.0122
002879.SZ,2021-05-28,15.2700,15.4800,0.0136
002879.SZ,2022-04-29,11.5600,11.7800,0.0187
002879.SZ,2023-05-08,13.9200,14.0700,0.0107
002879.SZ,2024-04-23,12.9800,13.2200,0.0182
002879.SZ,2025-04-17,14.6700,14.8600,0.0128
002879.SZ,2026-04-21,22.3800,22.8700,0.0214
002880.SZ,2020-04-29,47.9500,72.2400,0.3362
002880.SZ,2021-06-16,36.8900,51.9000,0.2892
002881.SZ,2018-06-05,22.2600,37.9400,0.4133
002881.SZ,2022-06-10,32.1400,41.8000,0.2311
002882.SZ,2019-06-03,12.4600,12.6100,0.0119
002882.SZ,2020-05-29,9.3200,9.6200,0.0312
002882.SZ,2021-07-23,8.7900,9.0900,0.0330
002882.SZ,2022-07-13,9.5600,9.7600,0.0205
002882.SZ,2023-07-10,15.5200,15.7200,0.0127
002882.SZ,2024-05-30,18.0500,18.2500,0.0110
002882.SZ,2025-06-06,24.5900,24.8900,0.0121
002883.SZ,2018-07-06,26.0000,41.8000,0.3780
002883.SZ,2020-07-06,16.3900,24.7600,0.3380
002883.SZ,2022-06-21,11.0700,13.4000,0.1739
002884.SZ,2018-07-02,28.2100,45.9400,0.3859
002884.SZ,2019-05-24,16.8100,28.4000,0.4081
002884.SZ,2020-03-31,14.0100,15.8900,0.1183
002884.SZ,2020-07-21,20.4900,21.4900,0.0465
002884.SZ,2021-05-26,21.7100,31.7000,0.3151
002884.SZ,2022-05-24,20.6500,21.6500,0.0462
002884.SZ,2023-05-17,14.7900,15.7900,0.0633
002884.SZ,2024-05-16,21.6100,22.6100,0.0442
002884.SZ,2025-05-19,15.9100,16.9100,0.0591
002911.SZ,2026-01-15,12.1300,12.3800,0.0202
002911.SZ,2026-04-24,13.7600,14.0300,0.0192
002920.SZ,2026-04-07,103.6500,104.8900,0.0118
002968.SZ,2025-12-24,11.7600,11.9100,0.0126
002972.SZ,2026-04-29,13.1800,13.3300,0.0113
002993.SZ,2025-12-25,45.2600,45.8500,0.0129
003038.SZ,2022-03-29,29.7482,35.8677,0.1706
003038.SZ,2022-03-30,33.7428,27.9858,0.2057
300019.SZ,2026-04-30,17.9100,18.2100,0.0165
300033.SZ,2026-04-10,216.4100,308.0800,0.2976
300091.SZ,2026-02-12,2.7900,3.1600,0.1171
300099.SZ,2026-04-30,8.8500,8.9900,0.0156
300125.SZ,2025-12-29,6.2200,7.8600,0.2087
300146.SZ,2026-04-21,10.6800,11.1300,0.0404
300159.SZ,2024-12-02,3.6300,3.0839,0.1771
300159.SZ,2025-12-24,2.8800,3.3900,0.1504
300206.SZ,2026-04-30,14.7200,15.0300,0.0206
300259.SZ,2026-01-08,4.5500,4.6000,0.0109
300400.SZ,2026-01-26,22.6900,23.1000,0.0177
300458.SZ,2026-04-30,34.4800,41.5700,0.1706
300501.SZ,2026-04-28,13.6100,20.1300,0.3239
300715.SZ,2019-12-30,9.5800,10.7006,0.1047
300715.SZ,2020-01-02,10.6749,9.5570,0.1170
300750.SZ,2026-04-22,440.6900,447.6000,0.0154
300770.SZ,2025-12-31,42.6700,43.7700,0.0251
300795.SZ,2026-04-30,10.8700,11.0700,0.0181
300824.SZ,2026-04-28,9.9400,10.0500,0.0109
300857.SZ,2026-04-22,217.3100,304.5700,0.2865
300996.SZ,2026-04-30,12.4200,17.4800,0.2895
301016.SZ,2026-04-30,15.6900,22.1200,0.2907
301082.SZ,2026-04-23,13.2700,17.3300,0.2343
301087.SZ,2026-04-10,56.6700,57.8500,0.0204
301116.SZ,2022-01-19,34.9778,35.6200,0.0180
301117.SZ,2022-01-19,61.8143,87.5000,0.2936
301122.SZ,2022-01-27,53.1509,72.4600,0.2665
301127.SZ,2021-12-31,16.1858,23.2700,0.3044
301138.SZ,2026-01-16,42.1600,42.6600,0.0117
301158.SZ,2022-01-19,33.9024,36.0000,0.0583
301171.SZ,2026-04-28,34.3800,44.7100,0.2310
301172.SZ,2023-07-28,32.0228,45.6100,0.2979
301190.SZ,2021-12-27,36.2894,37.4600,0.0312
301203.SZ,2026-03-31,41.3400,42.1400,0.0190
301206.SZ,2025-12-30,26.8100,27.3000,0.0179
301210.SZ,2023-07-03,36.1515,51.3300,0.2957
301216.SZ,2022-03-30,20.3184,31.8100,0.3613
301258.SZ,2022-03-30,63.3126,66.5200,0.0482
301262.SZ,2026-01-13,27.4500,27.9700,0.0186
301263.SZ,2022-03-30,18.2439,34.9400,0.4779
301277.SZ,2026-04-30,11.3300,11.5300,0.0173
301280.SZ,2026-04-30,42.2800,59.3900,0.2881
301291.SZ,2023-07-03,31.2329,32.6000,0.0419
301301.SZ,2026-04-29,9.5800,9.7500,0.0174
301331.SZ,2026-01-08,27.5400,27.8900,0.0125
301362.SZ,2023-08-07,49.6607,55.4300,0.1041
301489.SZ,2023-10-25,49.7502,70.1500,0.2908
301511.SZ,2023-08-18,31.2345,43.8400,0.2875
301519.SZ,2023-07-28,33.4610,34.1100,0.0190
301548.SZ,2023-09-21,53.5682,79.7800,0.3286
301550.SZ,2023-09-18,25.7484,55.0800,0.5325
301567.SZ,2024-01-18,64.6353,65.4000,0.0117
301568.SZ,2023-11-29,64.3968,66.7800,0.0357
301587.SZ,2024-04-10,36.0642,36.8300,0.0208
600000.SH,2002-08-22,12.1300,18.4000,0.3408
600000.SH,2004-05-20,9.2800,9.3900,0.0117
600000.SH,2005-05-12,6.9400,7.0600,0.0170
600000.SH,2006-05-25,9.8700,10.0000,0.0130
600000.SH,2008-04-24,27.0200,35.2900,0.2343
600000.SH,2009-06-09,21.6900,30.5900,0.2909
600000.SH,2010-06-10,14.1200,18.5000,0.2368
600000.SH,2011-06-03,10.0400,13.2100,0.2400
600000.SH,2012-06-26,8.0500,8.3500,0.0359
600000.SH,2013-06-03,9.9200,10.4700,0.0525
600000.SH,2014-06-24,9.0000,9.6600,0.0683
600000.SH,2015-06-23,16.3100,17.0700,0.0445
600000.SH,2016-06-23,15.8000,17.8900,0.1168
600000.SH,2017-05-25,11.7500,15.4700,0.2405
600000.SH,2018-07-13,9.4700,9.5700,0.0104
600000.SH,2019-06-11,11.2600,11.6100,0.0301
600000.SH,2020-07-23,11.0200,11.6200,0.0516
600000.SH,2021-07-21,9.5100,9.9900,0.0480
600000.SH,2022-07-21,7.3800,7.7900,0.0526
600000.SH,2023-07-21,7.1000,7.4200,0.0431
600000.SH,2024-07-18,8.7200,9.0400,0.0354
600000.SH,2025-07-16,13.5200,13.9300,0.0294
600000.SH,2026-04-17,10.0000,9.8600,0.0142
600004.SH,2004-07-13,8.3000,8.4000,0.0119
600004.SH,2005-07-15,7.9900,8.2400,0.0303
600004.SH,2006-07-21,6.6100,6.7100,0.0149
600004.SH,2008-08-05,10.8300,11.0100,0.0163
600004.SH,2009-08-06,10.8000,10.9700,0.0155
600004.SH,2010-08-19,10.3300,10.5900,0.0246
