ts_code,trade_date,t_pre_close,t_1_close,diff_pct
600137.SH,2020-01-02,14.7159,15.5800,0.0555
600138.SH,1998-09-08,9.5000,14.4500,0.3426
600138.SH,2000-06-07,20.9200,23.6000,0.1136
600138.SH,2002-06-07,11.4600,11.6100,0.0129
600138.SH,2003-06-06,9.8100,9.9300,0.0121
600138.SH,2005-06-20,5.7500,5.9300,0.0304
600138.SH,2006-06-09,6.0500,6.1700,0.0194
600138.SH,2008-05-09,21.7800,28.3100,0.2307
600138.SH,2009-06-03,11.2000,11.3200,0.0106
600138.SH,2010-05-28,14.9600,15.1600,0.0132
600138.SH,2011-07-19,14.2300,14.4300,0.0139
600138.SH,2012-07-23,18.6000,18.8000,0.0106
600138.SH,2013-07-05,13.6500,13.8000,0.0109
600138.SH,2014-09-29,16.4400,24.8100,0.3374
600138.SH,2019-06-14,12.7300,12.8700,0.0109
600138.SH,2020-01-02,12.3636,12.6000,0.0188
600141.SH,2003-06-25,8.1700,8.2700,0.0121
600141.SH,2005-07-07,4.1200,4.1700,0.0120
600141.SH,2006-07-04,5.7700,5.8700,0.0170
600141.SH,2008-05-20,26.3200,31.7800,0.1718
600141.SH,2009-05-05,12.7300,15.5200,0.1798
600141.SH,2010-07-02,12.7200,14.7300,0.1365
600141.SH,2013-06-18,13.5200,13.8200,0.0217
600141.SH,2014-06-16,9.6500,9.7500,0.0103
600141.SH,2015-06-04,18.8000,19.0000,0.0105
600141.SH,2018-06-14,12.5800,15.3000,0.1778
600141.SH,2019-06-17,10.0800,10.2800,0.0195
600141.SH,2020-01-02,8.8133,10.2800,0.1427
600143.SH,2005-06-15,11.0700,14.5900,0.2413
600143.SH,2006-06-06,15.9400,22.3600,0.2871
600143.SH,2007-03-20,33.8200,67.9300,0.5021
600143.SH,2008-09-23,7.4300,14.8600,0.5000
600143.SH,2009-06-03,9.5000,9.6000,0.0104
600143.SH,2010-06-03,8.6000,8.7000,0.0115
600143.SH,2012-06-04,6.5600,10.7900,0.3920
600143.SH,2013-06-26,4.8300,5.0300,0.0398
600143.SH,2014-06-20,4.2900,4.3900,0.0228
600143.SH,2016-06-16,6.2700,6.3700,0.0157
600143.SH,2017-06-02,5.3900,5.4900,0.0182
600143.SH,2018-06-29,5.1500,5.2500,0.0190
600143.SH,2019-07-05,4.9300,5.0300,0.0199
600143.SH,2020-01-02,6.5146,7.2800,0.1051
600148.SH,1999-06-18,12.9400,13.1400,0.0152
600148.SH,2000-03-09,14.4700,26.3500,0.4509
600148.SH,2001-02-23,12.5800,13.1800,0.0455
600148.SH,2004-07-14,5.9900,6.0700,0.0132
600148.SH,2005-06-23,3.3100,3.3500,0.0119
600148.SH,2020-01-02,12.9413,13.3400,0.0299
600149.SH,2001-12-05,9.9100,14.9100,0.3353
600149.SH,2002-07-11,10.3900,12.4700,0.1668
600149.SH,2007-03-15,4.8900,6.0800,0.1957
600150.SH,1999-05-25,6.1900,6.8100,0.0910
600150.SH,2005-05-23,9.1800,9.3000,0.0129
600150.SH,2009-06-18,64.0100,65.0100,0.0154
600150.SH,2010-07-13,57.5700,58.3700,0.0137
600150.SH,2011-07-15,48.8100,78.7000,0.3798
600150.SH,2012-06-12,23.8700,31.3300,0.2381
600150.SH,2020-01-02,21.3917,21.7600,0.0169
600151.SH,1999-06-16,12.8000,13.1000,0.0229
600151.SH,2000-06-26,19.1300,19.4300,0.0154
600151.SH,2000-12-15,20.7500,22.4800,0.0770
600151.SH,2001-04-20,15.9900,25.7900,0.3800
600151.SH,2002-07-24,9.2300,9.3600,0.0139
600151.SH,2003-08-18,7.4700,7.6000,0.0171
600151.SH,2004-07-15,5.4500,5.6500,0.0354
600151.SH,2005-04-19,4.1000,4.2500,0.0353
600151.SH,2006-07-12,11.5900,18.7500,0.3819
600151.SH,2010-07-13,8.1600,8.7600,0.0685
600152.SH,2000-03-30,10.3300,20.6500,0.4998
600152.SH,2000-08-11,10.4300,10.9400,0.0466
600152.SH,2002-04-19,7.7400,7.8400,0.0128
600152.SH,2003-06-05,6.3300,6.4300,0.0156
600152.SH,2005-04-22,3.6300,3.6900,0.0163
600152.SH,2006-05-11,3.9300,3.9900,0.0150
600152.SH,2008-06-23,4.1200,4.1800,0.0144
600153.SH,1999-05-26,15.4500,20.1000,0.2313
600153.SH,2000-07-27,20.1000,21.9700,0.0851
600153.SH,2001-06-19,17.7000,18.0000,0.0167
600153.SH,2003-06-23,10.8500,11.3500,0.0441
600153.SH,2004-06-24,5.4900,9.2900,0.4090
600153.SH,2005-07-11,4.0400,4.3900,0.0797
600153.SH,2006-06-23,5.0800,5.4800,0.0730
600153.SH,2007-06-19,21.9100,22.4100,0.0223
600153.SH,2008-08-04,9.0600,16.6000,0.4542
600153.SH,2009-08-25,12.9300,13.1800,0.0190
600153.SH,2010-07-16,6.6600,12.2300,0.4554
600153.SH,2011-07-12,8.8800,8.9800,0.0111
600153.SH,2012-07-17,6.6300,6.7300,0.0149
600153.SH,2013-07-09,6.2600,6.4100,0.0234
600153.SH,2014-02-12,6.1200,6.3200,0.0316
600153.SH,2014-04-29,6.1400,6.4200,0.0436
600153.SH,2014-12-15,10.8900,11.0900,0.0180
600153.SH,2015-07-23,17.3100,17.5100,0.0114
600153.SH,2017-07-25,12.8400,13.2400,0.0302
600153.SH,2018-07-20,8.2400,8.4400,0.0237
600153.SH,2019-06-25,8.9800,9.4800,0.0527
600153.SH,2020-01-02,6.1188,8.9900,0.3194
600153.SH,2026-02-11,9.4800,9.6800,0.0207
600155.SH,2000-08-22,17.3100,22.5000,0.2307
600155.SH,2000-12-13,14.2900,14.8200,0.0358
600155.SH,2001-05-17,10.5100,15.8600,0.3373
600155.SH,2002-03-26,7.7100,7.8100,0.0128
600155.SH,2003-03-28,5.7700,5.8700,0.0170
600155.SH,2004-06-23,4.4800,4.5800,0.0218
600156.SH,1999-06-22,10.5400,13.7000,0.2307
600156.SH,2000-07-19,11.0300,11.5000,0.0409
600156.SH,2001-05-30,11.2300,11.3800,0.0132
600157.SH,1998-07-30,15.3300,27.5900,0.4444
600157.SH,2000-03-31,19.3900,34.9000,0.4444
600157.SH,2008-06-19,6.5000,9.8100,0.3374
600157.SH,2011-06-14,16.1300,24.3900,0.3387
600157.SH,2012-04-24,9.7100,19.5100,0.5023
600157.SH,2013-04-15,9.3600,9.6600,0.0311
600157.SH,2014-05-22,2.3300,4.7500,0.5095
600157.SH,2015-06-04,8.6700,11.2900,0.2321
600158.SH,1999-08-16,13.2400,13.4400,0.0149
600158.SH,2000-09-01,22.4500,23.7800,0.0559
600158.SH,2001-06-01,21.9200,28.6900,0.2360
600158.SH,2007-04-25,27.7500,50.0200,0.4452
600158.SH,2007-10-08,24.0900,38.5500,0.3751
600158.SH,2008-10-30,3.4500,3.8900,0.1131
600158.SH,2011-06-16,6.4600,6.7900,0.0486
600158.SH,2020-01-02,9.9033,10.0300,0.0126
600159.SH,1999-07-20,11.2800,14.6700,0.2311
600159.SH,2001-01-08,16.7000,18.2500,0.0849
600159.SH,2001-05-28,14.3600,19.7500,0.2729
600159.SH,2010-08-16,5.8800,11.7500,0.4996
600159.SH,2015-07-09,4.4300,4.4800,0.0112
600159.SH,2019-06-20,2.7900,2.8400,0.0176
600159.SH,2020-01-02,2.4091,2.5500,0.0553
600160.SH,1999-06-17,8.1300,9.0400,0.1007
600160.SH,2001-04-19,13.8900,14.1400,0.0177
600160.SH,2001-08-07,11.2500,11.4800,0.0200
600160.SH,2002-05-22,9.2300,9.3300,0.0107
600160.SH,2003-05-23,8.1300,8.3800,0.0298
600160.SH,2004-05-20,7.7600,7.9100,0.0190
600160.SH,2004-10-29,5.2300,7.8500,0.3338
600160.SH,2005-05-23,3.4100,3.5600,0.0421
600160.SH,2006-05-22,5.7800,5.9600,0.0302
600160.SH,2009-06-12,7.6600,7.7600,0.0129
600160.SH,2010-05-18,8.9200,9.8900,0.0981
600160.SH,2011-03-25,26.6900,34.9500,0.2363
600160.SH,2012-05-21,12.9400,21.2100,0.3899
600160.SH,2013-05-20,7.7800,7.9300,0.0189
600160.SH,2013-12-24,5.8500,6.3300,0.0758
600160.SH,2014-06-18,4.9600,5.1600,0.0388
600160.SH,2016-05-30,9.6900,9.7900,0.0102
600160.SH,2017-06-07,11.2900,11.4400,0.0131
600160.SH,2018-06-06,8.5900,11.2700,0.2378
600160.SH,2019-05-31,7.2600,7.4100,0.0202
600160.SH,2020-06-12,6.5200,6.6400,0.0181
600160.SH,2021-06-16,8.8200,8.9200,0.0112
600160.SH,2022-06-09,12.0400,12.1700,0.0107
600160.SH,2023-07-13,14.1800,14.4500,0.0187
600161.SH,1999-06-11,14.7500,23.6000,0.3750
600161.SH,2004-09-28,7.7300,11.6400,0.3359
600161.SH,2005-04-20,6.7800,6.9000,0.0174
600161.SH,2006-04-26,8.2700,8.4700,0.0236
600161.SH,2006-09-28,14.6300,14.7900,0.0108
600161.SH,2008-06-25,15.5500,23.5200,0.3389
600161.SH,2017-06-19,36.9300,48.3100,0.2356
600161.SH,2018-06-22,19.7800,25.9100,0.2366
600161.SH,2019-06-14,22.1900,26.6800,0.1683
600161.SH,2020-07-15,39.5700,47.5400,0.1676
600161.SH,2022-07-15,20.6500,24.8800,0.1700
600161.SH,2024-06-20,24.9800,30.1200,0.1707
600162.SH,1999-06-04,8.2000,9.0400,0.0929
600162.SH,2000-08-24,12.2200,13.6400,0.1041
600162.SH,2005-03-24,4.4300,8.8500,0.4994
600162.SH,2006-10-27,5.3800,5.9100,0.0897
600162.SH,2008-10-29,2.9700,4.3200,0.3125
600162.SH,2014-07-11,4.5600,4.6400,0.0172
600162.SH,2015-07-24,8.3300,8.4400,0.0130
600162.SH,2016-06-27,4.1200,6.2700,0.3429
600162.SH,2017-06-06,3.4300,3.5400,0.0311
600162.SH,2018-06-15,2.8000,2.9600,0.0541
600162.SH,2019-07-17,2.2800,2.3500,0.0298
600162.SH,2020-07-02,1.9500,2.0200,0.0347
600162.SH,2021-07-08,1.8000,1.8300,0.0164
600162.SH,2022-07-19,1.9700,2.0100,0.0199
600162.SH,2022-12-22,1.8800,1.9700,0.0457
600162.SH,2023-07-05,1.8700,1.9900,0.0603
600162.SH,2024-06-06,1.6700,1.8300,0.0874
600163.SH,1999-07-22,7.9000,8.0000,0.0125
600163.SH,2000-08-29,12.7900,14.0800,0.0916
600163.SH,2001-12-13,9.8200,9.9700,0.0150
600163.SH,2003-07-07,6.2000,6.4000,0.0313
600163.SH,2008-05-28,6.0500,9.0800,0.3337
600163.SH,2023-06-30,5.5900,5.6900,0.0176
600163.SH,2025-07-10,5.3800,5.4600,0.0147
600165.SH,1999-09-20,10.0600,16.1000,0.3752
600165.SH,2001-02-06,14.9100,16.6800,0.1061
600165.SH,2015-10-12,11.2800,28.2000,0.6000
600165.SH,2025-12-11,2.8400,4.0400,0.2970
600166.SH,1998-09-01,12.8000,13.0100,0.0161
600166.SH,1999-10-25,19.9900,26.1000,0.2341
600166.SH,2000-08-11,14.8600,15.9800,0.0701
600166.SH,2002-05-13,9.7300,9.8300,0.0102
600166.SH,2003-03-11,10.9300,11.4000,0.0412
600166.SH,2003-10-21,8.8100,13.3200,0.3386
600166.SH,2004-11-18,6.9100,7.0300,0.0171
600166.SH,2005-07-18,2.9700,3.0700,0.0326
600166.SH,2006-05-31,3.3600,3.9800,0.1558
600166.SH,2006-06-29,2.7000,4.0500,0.3333
600166.SH,2008-06-05,9.7200,9.8200,0.0102
600166.SH,2008-12-12,4.7800,4.9600,0.0363
600166.SH,2011-05-16,10.0300,20.3300,0.5066
600166.SH,2012-03-29,6.6300,6.7500,0.0178
600166.SH,2013-06-17,6.0300,6.1900,0.0258
600166.SH,2014-07-17,5.2700,5.3700,0.0186
600166.SH,2016-07-07,2.8700,5.7700,0.5026
600166.SH,2017-07-20,2.8500,2.8800,0.0104
600167.SH,1999-06-30,7.6500,7.7500,0.0129
600167.SH,2007-03-26,7.4500,8.2700,0.0992
600167.SH,2013-07-04,12.0200,12.1800,0.0131
600167.SH,2014-07-11,10.5900,10.7900,0.0185
600167.SH,2018-05-30,10.9300,22.1200,0.5059
600167.SH,2019-05-29,9.2800,12.2200,0.2406
600167.SH,2020-06-19,14.0400,14.2500,0.0147
600167.SH,2021-07-20,9.1500,9.5500,0.0419
600167.SH,2022-07-19,7.4200,7.5500,0.0172
600167.SH,2023-07-06,6.5200,6.7300,0.0312
600167.SH,2024-07-23,5.1000,5.3000,0.0377
600167.SH,2024-12-27,5.8200,5.9400,0.0202
600167.SH,2025-06-17,5.6300,5.8300,0.0343
600168.SH,1999-07-21,12.2500,14.8000,0.1723
600168.SH,2000-05-25,12.2400,12.4900,0.0200
600168.SH,2000-08-17,12.8300,13.5400,0.0524
600168.SH,2001-06-08,13.9600,14.4600,0.0346
600168.SH,2002-05-22,10.2500,10.5000,0.0238
600168.SH,2003-06-09,7.2200,7.3700,0.0204
600168.SH,2004-06-21,5.7900,5.8500,0.0103
600168.SH,2005-06-22,3.3900,3.4500,0.0174
600168.SH,2006-07-17,3.4600,3.5300,0.0198
600168.SH,2008-06-19,4.9700,5.0300,0.0119
600168.SH,2016-04-28,10.6800,10.8200,0.0129
600168.SH,2017-05-12,8.9400,9.0700,0.0143
600168.SH,2018-05-04,7.5100,7.6500,0.0183
600168.SH,2019-07-10,6.9200,7.0400,0.0170
600168.SH,2020-09-15,7.3700,7.4800,0.0147
600168.SH,2021-06-25,6.7400,6.8500,0.0161
600168.SH,2022-06-13,6.2800,6.4500,0.0264
600168.SH,2024-06-20,4.1700,5.9000,0.2932
600169.SH,1999-07-02,9.2100,13.8200,0.3336
600169.SH,2000-10-25,8.1300,8.5100,0.0447
600169.SH,2009-05-25,14.8300,23.7800,0.3764
600169.SH,2011-06-07,9.4400,18.9300,0.5013
600169.SH,2012-06-07,3.9900,5.9900,0.3339
600170.SH,2000-08-21,11.3500,11.5500,0.0173
600170.SH,2001-10-15,10.0600,10.5300,0.0446
600170.SH,2002-07-31,10.3400,12.5100,0.1735
600170.SH,2003-09-04,7.6400,7.7600,0.0155
600170.SH,2004-07-21,6.0500,6.1700,0.0194
600170.SH,2005-07-25,3.9200,4.0900,0.0416
600170.SH,2006-08-10,4.0800,4.2500,0.0400
600170.SH,2007-08-22,14.4800,14.6300,0.0103
600170.SH,2008-07-30,9.5500,9.7000,0.0155
600170.SH,2012-05-10,8.7600,17.6100,0.5026
600170.SH,2013-07-17,5.8900,7.2800,0.1909
600170.SH,2014-06-17,4.4400,5.9700,0.2563
600170.SH,2015-05-12,9.5800,12.6500,0.2427
600170.SH,2016-05-16,4.0400,5.0000,0.1920
600170.SH,2017-05-18,3.7600,4.6100,0.1844
600170.SH,2018-06-13,3.3000,3.4300,0.0379
600170.SH,2019-07-17,3.7700,3.9000,0.0333
600170.SH,2020-07-16,3.1900,3.3300,0.0420
600170.SH,2021-06-25,2.7900,2.9300,0.0478
600170.SH,2022-08-01,2.7900,2.9300,0.0478
600170.SH,2023-08-10,2.8500,2.9000,0.0172
600170.SH,2024-06-21,2.1600,2.2200,0.0270
600170.SH,2025-07-31,2.4700,2.5300,0.0237
600171.SH,1999-07-06,25.3600,33.1200,0.2343
600171.SH,2002-04-23,14.4500,18.9400,0.2371
600171.SH,2003-08-01,9.1500,9.5800,0.0449
600171.SH,2003-11-18,8.4500,8.5600,0.0129
600171.SH,2008-06-17,4.9300,5.4600,0.0971
600171.SH,2023-06-12,17.1900,17.3900,0.0115
600172.SH,1999-09-08,12.4400,24.8800,0.5000
600172.SH,2001-01-11,12.5500,12.7200,0.0134
600172.SH,2005-06-27,4.0800,4.1400,0.0145
600172.SH,2007-07-23,7.2700,7.3700,0.0136
600172.SH,2012-05-24,7.6500,13.0600,0.4142
600172.SH,2017-06-08,8.1400,14.7000,0.4463
600173.SH,2000-07-10,10.1200,10.3000,0.0175
600173.SH,2001-06-29,13.4900,13.6700,0.0132
600173.SH,2002-07-03,8.3300,8.4300,0.0119
600173.SH,2009-04-10,5.8200,5.9100,0.0152
600173.SH,2010-03-17,8.6800,15.7300,0.4482
600173.SH,2011-05-23,6.3100,6.3800,0.0110
600173.SH,2013-05-16,3.2700,3.3200,0.0151
600173.SH,2018-05-30,4.9200,5.0200,0.0199
600173.SH,2019-06-13,4.2800,4.3800,0.0228
600173.SH,2020-06-05,4.5300,4.6800,0.0321
600173.SH,2021-05-19,4.9600,5.1100,0.0294
600173.SH,2022-05-19,5.1600,5.3100,0.0282
600173.SH,2023-05-19,5.2500,5.3500,0.0187
600173.SH,2024-05-29,4.1700,4.2300,0.0142
600176.SH,2000-08-25,10.7900,11.5000,0.0617
600176.SH,2003-11-05,7.3900,11.8300,0.3753
600176.SH,2004-06-30,4.8800,5.9000,0.1729
600176.SH,2005-06-02,4.0100,4.0600,0.0123
600176.SH,2006-07-10,7.2900,7.3900,0.0135
600176.SH,2012-05-31,11.1500,16.8700,0.3391
600176.SH,2013-06-03,8.3200,8.4200,0.0119
600176.SH,2014-05-22,7.3900,7.5100,0.0160
600176.SH,2016-05-16,9.2600,20.6900,0.5524
600176.SH,2017-05-16,9.0800,11.1500,0.1857
600176.SH,2018-05-17,12.4200,15.1500,0.1802
600176.SH,2019-05-24,9.3800,9.6000,0.0229
600176.SH,2020-05-22,9.3500,9.5400,0.0199
600176.SH,2021-05-21,15.4700,17.9100,0.1362
600176.SH,2022-05-26,15.6500,16.1300,0.0298
600176.SH,2023-05-25,13.7800,14.3000,0.0364
600176.SH,2024-05-29,11.7100,11.9800,0.0225
600176.SH,2025-05-21,11.8600,12.1000,0.0198
600176.SH,2025-10-15,15.8400,16.0100,0.0106
600177.SH,1999-05-11,12.1200,16.0100,0.2430
600177.SH,2000-04-19,19.7000,20.0000,0.0150
600177.SH,2000-06-16,19.6100,20.8500,0.0595
600177.SH,2000-09-21,13.4300,26.8500,0.4998
600177.SH,2001-04-24,13.7800,13.9800,0.0143
600177.SH,2002-05-15,10.6300,10.8300,0.0185
600177.SH,2003-05-19,10.1500,10.3500,0.0193
600177.SH,2004-04-16,6.9900,12.3800,0.4354
600177.SH,2005-04-29,4.0000,6.2500,0.3600
600177.SH,2006-06-02,6.5000,6.7500,0.0370
600177.SH,2007-06-04,23.4100,29.5600,0.2081
600177.SH,2008-06-06,14.3400,14.8400,0.0337
600177.SH,2009-06-05,12.8200,13.1200,0.0229
600177.SH,2010-04-30,12.9600,13.5100,0.0407
600177.SH,2011-05-30,10.6400,11.1400,0.0449
600177.SH,2012-06-11,8.9100,9.3100,0.0430
600177.SH,2013-05-23,7.6700,8.1700,0.0612
600177.SH,2014-05-23,6.7800,7.2800,0.0687
600177.SH,2015-06-10,23.9700,24.4700,0.0204
600177.SH,2016-06-08,14.5700,15.3700,0.0520
600177.SH,2017-06-05,9.7200,14.1100,0.3111
600177.SH,2018-06-07,8.1000,8.5000,0.0471
600177.SH,2019-06-05,6.3100,9.3400,0.3244
600177.SH,2020-06-05,6.1100,6.3100,0.0317
600177.SH,2021-06-18,6.9000,7.4000,0.0676
600177.SH,2022-06-08,6.6500,7.1500,0.0699
600177.SH,2023-06-14,6.3700,6.8700,0.0728
600177.SH,2024-06-13,7.2700,7.7700,0.0644
600177.SH,2024-09-13,6.6000,6.7000,0.0149
600177.SH,2024-12-04,7.9700,8.0700,0.0124
600177.SH,2025-03-03,8.1400,8.2400,0.0121
600177.SH,2025-06-06,7.2700,7.4700,0.0268
600177.SH,2025-09-12,7.2900,7.3700,0.0109
600177.SH,2025-12-04,7.5300,7.6100,0.0105
600177.SH,2026-03-27,7.7000,7.7800,0.0103
600178.SH,1999-05-31,7.8200,10.1600,0.2303
600178.SH,2000-06-29,9.3700,9.6200,0.0260
600178.SH,2001-04-26,11.3900,11.6400,0.0215
600178.SH,2002-05-22,9.0800,9.2800,0.0216
600178.SH,2003-05-21,8.2600,8.4600,0.0236
600178.SH,2004-07-21,4.9800,5.1300,0.0292
600178.SH,2005-05-31,3.5600,3.6600,0.0273
600178.SH,2006-05-31,5.8400,5.9400,0.0168
600179.SH,2006-06-23,4.2800,5.0600,0.1542
600179.SH,2018-05-31,11.2400,15.8300,0.2900
600179.SH,2020-12-07,5.0900,5.4200,0.0609
600180.SH,1999-05-10,11.2100,17.9300,0.3748
600180.SH,2001-10-19,15.8300,18.9900,0.1664
600180.SH,2003-05-30,10.2200,10.4200,0.0192
600180.SH,2005-07-06,3.8000,4.0000,0.0500
600180.SH,2014-10-30,11.6100,11.7800,0.0144
600180.SH,2020-08-13,6.7700,6.8900,0.0174
600180.SH,2022-06-30,7.6100,7.7900,0.0231
600180.SH,2023-06-07,6.0400,6.1700,0.0211
600180.SH,2024-07-09,3.6700,3.7600,0.0239
600182.SH,2000-07-11,6.3400,6.4400,0.0155
600182.SH,2011-05-13,9.7700,9.8700,0.0101
600182.SH,2013-06-27,13.0800,13.2400,0.0121
600182.SH,2014-06-26,13.8800,14.1600,0.0198
600182.SH,2015-06-19,30.0300,30.6300,0.0196
600182.SH,2016-05-27,17.5900,18.5400,0.0512
600182.SH,2017-06-21,23.3100,23.7600,0.0189
600182.SH,2024-07-08,13.7300,14.0000,0.0193
600182.SH,2025-01-24,15.9200,16.2400,0.0197
600182.SH,2025-07-25,16.4400,17.0300,0.0346
600182.SH,2026-01-28,15.2100,15.4900,0.0181
600183.SH,1999-07-12,9.6000,9.7400,0.0144
600183.SH,2000-04-28,13.5500,20.4000,0.3358
600183.SH,2002-07-12,8.5800,11.2300,0.2360
600183.SH,2003-06-03,9.4100,9.5100,0.0105
600183.SH,2004-06-15,8.5600,8.6800,0.0138
600183.SH,2005-06-28,4.7300,4.9200,0.0386
600183.SH,2006-06-27,10.7200,10.9000,0.0165
600183.SH,2006-09-25,7.4500,11.2300,0.3366
600183.SH,2008-06-13,6.9100,7.0300,0.0171
600183.SH,2009-06-22,7.1100,7.2600,0.0207
600183.SH,2010-05-25,10.3600,10.4800,0.0115
600183.SH,2011-04-19,11.3800,11.6800,0.0257
600183.SH,2012-06-01,5.9400,8.0400,0.2612
600183.SH,2013-08-01,4.8500,5.0000,0.0300
600183.SH,2014-05-19,5.7300,6.1300,0.0653
600183.SH,2015-05-28,12.7700,13.0200,0.0192
600183.SH,2016-06-02,9.3700,9.6700,0.0310
600183.SH,2017-06-12,11.2100,11.5400,0.0286
600183.SH,2018-05-28,9.3500,14.0100,0.3326
600183.SH,2019-06-06,13.8700,14.2200,0.0246
600183.SH,2020-05-29,27.0500,27.4500,0.0146
600183.SH,2021-05-28,23.0800,23.4800,0.0170
600183.SH,2022-05-26,15.9400,16.5400,0.0363
600183.SH,2023-05-26,14.6100,15.0600,0.0299
600183.SH,2024-05-24,19.9600,20.4100,0.0220
600183.SH,2025-05-23,26.5100,27.1100,0.0221
600184.SH,2007-05-31,23.9500,35.9300,0.3334
600184.SH,2015-04-23,26.2700,52.5300,0.4999
600185.SH,2002-07-19,12.0900,13.3000,0.0910
600185.SH,2006-03-15,3.5100,4.1800,0.1603
600185.SH,2007-07-19,5.0200,6.5300,0.2312
600185.SH,2013-07-08,5.8700,6.0700,0.0329
600185.SH,2014-08-28,9.9800,10.1800,0.0196
600185.SH,2016-05-26,6.6500,18.8200,0.6467
600185.SH,2018-08-20,4.2200,4.5200,0.0664
600185.SH,2022-08-19,5.8000,5.9000,0.0169
600186.SH,1999-09-08,8.9200,17.8300,0.4997
600186.SH,2002-07-11,9.4800,12.6300,0.2494
600186.SH,2006-11-20,2.5600,3.8400,0.3333
600186.SH,2020-01-21,2.3800,2.5800,0.0775
600187.SH,2000-09-05,22.9200,26.8000,0.1448
600187.SH,2001-05-15,12.6700,19.1100,0.3370
600187.SH,2013-10-09,4.8200,12.0500,0.6000
600188.SH,2002-06-24,9.6800,9.7800,0.0102
600188.SH,2003-07-14,9.0200,9.1200,0.0110
600188.SH,2004-07-09,14.3900,14.5500,0.0110
600188.SH,2005-07-27,6.0800,9.9900,0.3914
600188.SH,2006-07-14,6.7100,6.9300,0.0317
600188.SH,2007-07-04,14.8000,15.0000,0.0133
600188.SH,2009-07-21,19.6300,20.0300,0.0200
600188.SH,2010-07-20,17.6500,17.9000,0.0140
600188.SH,2011-06-22,33.7700,34.3600,0.0172
600188.SH,2012-07-12,18.4800,19.0500,0.0299
600188.SH,2013-06-21,11.2600,11.6200,0.0310
600188.SH,2018-06-11,13.8200,14.3000,0.0336
600188.SH,2019-06-11,10.1900,10.7300,0.0503
600188.SH,2019-11-19,9.2300,10.2300,0.0978
600188.SH,2020-07-07,9.9200,10.5000,0.0552
600188.SH,2021-07-23,17.0000,18.0000,0.0556
600188.SH,2022-07-14,33.9400,35.9400,0.0556
600188.SH,2023-07-17,19.7100,33.8700,0.4181
600188.SH,2024-07-08,16.7800,23.3100,0.2801
600188.SH,2024-11-11,15.8900,16.1200,0.0143
600188.SH,2025-06-18,12.4700,13.0100,0.0415
600188.SH,2025-09-16,13.2100,13.3900,0.0134
600189.SH,2000-12-11,10.9300,11.5100,0.0504
600189.SH,2001-05-25,12.8900,13.0900,0.0153
600189.SH,2002-05-29,9.6100,9.8100,0.0204
600189.SH,2003-07-03,7.7400,8.0400,0.0373
600189.SH,2004-06-18,6.2500,6.4500,0.0310
600189.SH,2005-06-03,4.2800,4.5800,0.0655
600189.SH,2006-06-13,4.2500,4.5500,0.0659
600189.SH,2008-07-01,7.9000,8.0000,0.0125
600189.SH,2009-08-12,9.1500,9.2500,0.0108
600189.SH,2010-06-18,8.2200,8.3200,0.0120
600189.SH,2012-07-12,6.1200,6.3200,0.0316
600189.SH,2013-07-17,7.0900,7.1900,0.0139
600189.SH,2014-07-03,7.0100,7.1100,0.0141
600189.SH,2015-07-09,9.7500,9.8500,0.0102
600189.SH,2018-07-16,4.6500,6.0600,0.2327
600191.SH,2001-10-19,9.2700,10.7000,0.1336
600191.SH,2008-06-17,6.0500,9.6800,0.3750
600192.SH,2000-04-11,14.8000,15.0000,0.0133
600192.SH,2000-07-05,12.2000,13.4600,0.0936
600192.SH,2010-06-10,9.0300,10.8300,0.1662
600193.SH,2001-04-27,13.9500,27.9500,0.5009
600193.SH,2008-10-21,4.3200,5.6500,0.2354
600193.SH,2012-05-07,10.2700,15.4700,0.3361
600193.SH,2013-11-05,6.4500,8.4200,0.2340
600195.SH,1999-06-16,9.9400,10.1000,0.0158
600195.SH,1999-09-22,9.0000,13.5000,0.3333
600195.SH,2001-06-01,12.4500,12.6500,0.0158
600195.SH,2003-06-10,8.0800,8.2000,0.0146
600195.SH,2005-06-09,4.3700,4.4700,0.0224
600195.SH,2006-06-16,5.5200,5.6200,0.0178
600195.SH,2008-05-23,18.1300,18.3800,0.0136
600195.SH,2011-06-13,23.7400,24.0400,0.0125
600195.SH,2012-07-06,16.8500,17.2500,0.0232
600195.SH,2013-07-12,12.1000,12.3000,0.0163
600195.SH,2014-05-23,12.7300,12.8900,0.0124
600195.SH,2016-06-21,17.7500,17.9400,0.0106
600195.SH,2017-07-05,18.9300,19.1600,0.0120
600195.SH,2018-07-10,13.0900,18.6500,0.2981
600195.SH,2019-07-16,10.7300,15.2600,0.2969
600195.SH,2020-07-08,13.8500,16.7000,0.1707
600195.SH,2021-07-01,11.8400,11.9600,0.0100
600195.SH,2022-07-12,12.3400,12.4900,0.0120
600195.SH,2023-06-28,11.5300,11.7100,0.0154
600195.SH,2024-07-05,7.1400,7.2600,0.0165
600196.SH,1999-02-02,19.3300,29.0000,0.3334
600196.SH,2000-03-31,23.1300,27.7500,0.1665
600196.SH,2000-07-28,22.8700,23.5900,0.0305
600196.SH,2002-06-18,10.8500,14.2600,0.2391
600196.SH,2003-06-06,11.5100,11.6700,0.0137
600196.SH,2004-06-24,5.0600,10.3100,0.5092
600196.SH,2005-06-21,4.9000,5.0500,0.0297
