ts_code,trade_date,jump_pct,factor_change_pct,type
002407.SZ,2023-04-25,0.2979,0.42430799736416874,因子数值不匹配
002408.SZ,2011-05-06,0.4487,0.8138620000000001,因子数值不匹配
002408.SZ,2012-06-12,0.1783,0.21699225189126845,因子数值不匹配
002408.SZ,2015-06-12,0.1488,0.1748416570523692,因子数值不匹配
002408.SZ,2016-06-07,0.5522,1.2333337348227587,因子数值不匹配
002408.SZ,2021-09-29,0.2859,0.4003163411607982,因子数值不匹配
002409.SZ,2012-05-08,0.3388,0.5123565763416891,因子数值不匹配
002409.SZ,2016-05-23,0.5028,1.011132908793434,因子数值不匹配
002410.SZ,2010-07-15,0.1759,0.2134529999999999,因子数值不匹配
002410.SZ,2010-09-28,0.3333,0.4999064652689475,因子数值不匹配
002410.SZ,2011-03-29,0.3404,0.5161032621893932,因子数值不匹配
002410.SZ,2012-04-20,0.3438,0.523900778717754,因子数值不匹配
002410.SZ,2013-06-06,0.246,0.32624854223383987,因子数值不匹配
002410.SZ,2014-06-09,0.2939,0.4161641826371358,因子数值不匹配
002410.SZ,2015-05-08,0.3403,0.5157432534837465,因子数值不匹配
002410.SZ,2023-05-15,0.29,0.4085413548677451,因子数值不匹配
002412.SZ,2011-05-23,0.5106,1.0433089999999998,因子数值不匹配
002412.SZ,2014-05-23,0.5079,1.0320303977518819,因子数值不匹配
002412.SZ,2019-05-30,0.4118,0.7000000934839797,因子数值不匹配
002413.SZ,2011-10-10,0.337,0.508197,因子数值不匹配
002413.SZ,2016-05-13,0.6814,2.138319898110739,因子数值不匹配
002414.SZ,2013-09-04,0.5,1.0,因子数值不匹配
002414.SZ,2019-05-08,0.3343,0.5022595948041407,因子数值不匹配
002414.SZ,2020-06-02,0.4144,0.7076299961501321,因子数值不匹配
002414.SZ,2021-06-01,0.2904,0.40930931258347003,因子数值不匹配
002414.SZ,2022-05-26,0.3006,0.4298019066640931,因子数值不匹配
002414.SZ,2023-06-20,0.2404,0.3164720365836569,因子数值不匹配
002415.SZ,2011-04-20,0.5037,1.0147309046218844,因子数值不匹配
002415.SZ,2012-06-13,0.5039,1.0155948588702226,因子数值不匹配
002415.SZ,2013-07-10,0.504,1.0159516266244244,因子数值不匹配
002415.SZ,2016-05-18,0.3475,0.5325223978955379,因子数值不匹配
002415.SZ,2017-05-16,0.3434,0.522942680480177,因子数值不匹配
002416.SZ,2011-11-08,0.5,1.0,因子数值不匹配
002416.SZ,2018-06-06,0.1871,0.23017068154305276,因子数值不匹配
002418.SZ,2011-06-10,0.3804,0.613985,因子数值不匹配
002418.SZ,2016-05-19,0.6679,2.0109088967574245,因子数值不匹配
002419.SZ,2011-04-29,0.5066,1.026745,因子数值不匹配
002419.SZ,2018-04-19,0.3487,0.5354329894006035,因子数值不匹配
002421.SZ,2011-04-29,0.2309,0.30019700000000005,因子数值不匹配
002421.SZ,2012-10-16,0.5,0.9999992407844521,因子数值不匹配
002421.SZ,2015-05-12,0.5463,1.2042412333337729,因子数值不匹配
002421.SZ,2016-10-18,0.6665,1.9986169931304527,因子数值不匹配
002422.SZ,2011-04-29,0.502,1.0078429999999998,因子数值不匹配
002422.SZ,2014-07-01,0.3375,0.5094699979371207,因子数值不匹配
002422.SZ,2015-07-22,0.5029,1.0118167284045472,因子数值不匹配
002424.SZ,2010-10-29,0.3811,0.615699,因子数值不匹配
002424.SZ,2011-07-15,0.5069,1.0278294410035533,因子数值不匹配
002424.SZ,2015-10-20,0.6667,2.000422574574941,因子数值不匹配
002425.SZ,2011-04-01,0.5017,1.006866,因子数值不匹配
002425.SZ,2013-04-02,0.2357,0.30841103440213485,因子数值不匹配
002425.SZ,2017-06-02,0.377,0.6051105129326207,因子数值不匹配
002426.SZ,2014-04-21,0.5024,1.0096467829172928,因子数值不匹配
002426.SZ,2016-06-21,0.6006,1.503929134725071,因子数值不匹配
002427.SZ,2011-06-24,0.2356,0.30829400000000007,因子数值不匹配
002427.SZ,2015-05-07,0.288,0.4044115466870824,因子数值不匹配
002428.SZ,2011-05-27,0.2327,0.303258,因子数值不匹配
002428.SZ,2012-04-24,0.501,1.0041127696895014,因子数值不匹配
002428.SZ,2013-05-13,0.5017,1.0068165563755707,因子数值不匹配
002429.SZ,2011-07-07,0.3436,0.5233939999999999,因子数值不匹配
002429.SZ,2013-06-21,0.3435,0.5233101573392014,因子数值不匹配
002429.SZ,2014-06-11,0.333,0.49934475036897535,因子数值不匹配
002429.SZ,2017-06-09,0.601,1.5060606857530379,因子数值不匹配
002430.SZ,2011-05-25,0.3377,0.509843,因子数值不匹配
002430.SZ,2012-05-07,0.2667,0.3636358217377569,因子数值不匹配
002431.SZ,2010-10-21,0.3774,0.6061300000000001,因子数值不匹配
002431.SZ,2011-04-18,0.5007,1.0027606731709138,因子数值不匹配
002431.SZ,2013-05-22,0.1682,0.20220580708044653,因子数值不匹配
002431.SZ,2016-05-06,0.6,1.5000002555156893,因子数值不匹配
002432.SZ,2011-05-27,0.5043,1.017182,因子数值不匹配
002432.SZ,2013-05-31,0.3336,0.5005056751805405,因子数值不匹配
002434.SZ,2011-09-14,0.4998,0.9992225926683441,因子数值不匹配
002434.SZ,2015-05-14,0.3384,0.5114846535763692,因子数值不匹配
002434.SZ,2016-04-11,0.5033,1.0131006121317172,因子数值不匹配
002436.SZ,2011-05-13,0.5039,1.015905,因子数值不匹配
002436.SZ,2015-05-20,0.5021,1.0082847357875035,因子数值不匹配
002436.SZ,2016-10-28,0.6667,1.9999997641925435,因子数值不匹配
002437.SZ,2011-03-29,0.5036,1.014307,因子数值不匹配
002437.SZ,2014-09-19,0.6,1.4997847702561695,因子数值不匹配
002437.SZ,2016-06-03,0.6694,2.0249479350297137,因子数值不匹配
002438.SZ,2012-05-10,0.5017,1.0066893028905997,因子数值不匹配
002438.SZ,2017-06-06,0.5012,1.0047789983247,因子数值不匹配
002439.SZ,2011-09-19,0.5,1.0,因子数值不匹配
002439.SZ,2014-05-14,0.5015,1.0060449540663516,因子数值不匹配
002439.SZ,2015-05-18,0.5003,1.001194561899164,因子数值不匹配
002440.SZ,2011-06-24,0.2449,0.324311,因子数值不匹配
002440.SZ,2013-10-15,0.4998,0.9993924200609748,因子数值不匹配
002440.SZ,2018-06-19,0.3483,0.5344959281566105,因子数值不匹配
002441.SZ,2011-04-11,0.5048,1.019352,因子数值不匹配
002441.SZ,2015-05-22,0.5036,1.0145507895325032,因子数值不匹配
002442.SZ,2011-04-29,0.3827,0.620042,因子数值不匹配
002442.SZ,2012-04-11,0.3475,0.5325911303534105,因子数值不匹配
002443.SZ,2011-06-02,0.2349,0.30705399999999994,因子数值不匹配
002443.SZ,2012-06-05,0.4195,0.7227008218482177,因子数值不匹配
002443.SZ,2013-10-10,0.1758,0.2132450548772174,因子数值不匹配
002443.SZ,2014-06-20,0.1781,0.21669627453356158,因子数值不匹配
002443.SZ,2021-07-08,0.0547,0.7124430479567397,因子数值不匹配
002444.SZ,2011-04-26,0.5122,1.0500500000000001,因子数值不匹配
002444.SZ,2013-09-13,0.4997,0.9986705366906509,因子数值不匹配
002445.SZ,2011-08-16,0.5122,1.0499428430804407,因子数值不匹配
002445.SZ,2015-07-13,0.5002,1.0006922133844096,因子数值不匹配
002445.SZ,2018-07-16,0.4147,0.7085020444338309,因子数值不匹配
002446.SZ,2011-05-31,0.237,0.3105899999999999,因子数值不匹配
002446.SZ,2015-06-10,0.5456,1.2005211299043836,因子数值不匹配
002446.SZ,2017-06-09,0.4133,0.7045057741375834,因子数值不匹配
002448.SZ,2013-07-22,0.5055,1.0222221349623872,因子数值不匹配
002448.SZ,2015-06-04,0.6015,1.5092419709527838,因子数值不匹配
002449.SZ,2012-05-21,0.5072,1.0292060712896134,因子数值不匹配
002449.SZ,2018-05-11,0.2451,0.3246752231008079,因子数值不匹配
002451.SZ,2012-06-15,0.3336,0.5006489999999999,因子数值不匹配
002451.SZ,2014-04-24,0.4996,0.9984251354977761,因子数值不匹配
002452.SZ,2012-05-23,0.2378,0.31206298666969334,因子数值不匹配
002452.SZ,2014-04-25,0.503,1.0120630563770552,因子数值不匹配
002452.SZ,2015-04-30,0.5023,1.0091911907807842,因子数值不匹配
002453.SZ,2012-09-25,0.5,0.9999990141537943,因子数值不匹配
002453.SZ,2014-04-21,0.5016,1.0065251123861296,因子数值不匹配
002454.SZ,2011-06-03,0.247,0.32808100000000007,因子数值不匹配
002454.SZ,2014-06-09,0.2459,0.32602997863704475,因子数值不匹配
002454.SZ,2018-05-28,0.3398,0.5146830242393388,因子数值不匹配
002455.SZ,2011-05-26,0.3406,0.5166390000000001,因子数值不匹配
002455.SZ,2014-05-27,0.4523,0.8258703924869409,因子数值不匹配
002455.SZ,2015-05-12,0.506,1.024168959487495,因子数值不匹配
002456.SZ,2011-04-29,0.5015,1.006068,因子数值不匹配
002456.SZ,2013-04-16,0.5012,1.004928546789042,因子数值不匹配
002456.SZ,2014-04-22,0.502,1.0081023902647996,因子数值不匹配
002456.SZ,2017-06-12,0.601,1.5059668131581743,因子数值不匹配
002457.SZ,2011-05-17,0.3816,0.617143,因子数值不匹配
002457.SZ,2012-05-11,0.3375,0.509433612240847,因子数值不匹配
002458.SZ,2011-05-24,0.2378,0.311971,因子数值不匹配
002458.SZ,2012-05-04,0.5151,1.0622666202225506,因子数值不匹配
002458.SZ,2019-04-09,0.4146,0.7083511664918464,因子数值不匹配
002458.SZ,2020-03-19,0.4302,0.7550572163031635,因子数值不匹配
002459.SZ,2011-05-24,0.2448,0.3241130000000001,因子数值不匹配
002459.SZ,2022-06-17,0.2868,0.4021387774393526,因子数值不匹配
002459.SZ,2023-04-25,0.2889,0.4063663094342214,因子数值不匹配
002460.SZ,2011-05-27,0.3397,0.5143770000000001,因子数值不匹配
002460.SZ,2014-07-04,0.5019,1.007700632241253,因子数值不匹配
002460.SZ,2016-06-24,0.501,1.0041968820029985,因子数值不匹配
002460.SZ,2018-05-29,0.3372,0.5088523366790767,因子数值不匹配
002460.SZ,2022-07-04,0.2871,0.4026449998706867,因子数值不匹配
002461.SZ,2018-05-14,0.5042,1.0171238673311134,因子数值不匹配
002462.SZ,2011-07-04,0.3408,0.516883,因子数值不匹配
002463.SZ,2011-05-20,0.1781,0.21666699999999994,因子数值不匹配
002463.SZ,2012-04-10,0.2952,0.41878591266139376,因子数值不匹配
002463.SZ,2013-04-24,0.2,0.2500002896552525,因子数值不匹配
002463.SZ,2014-06-27,0.1895,0.23376610135243475,因子数值不匹配
002463.SZ,2021-07-16,0.1029,0.11469273680457545,因子数值不匹配
002465.SZ,2013-09-30,0.5,0.9999990518370186,因子数值不匹配
002465.SZ,2014-04-30,0.337,0.5082743852226833,因子数值不匹配
002465.SZ,2015-09-25,0.4998,0.9992472516094291,因子数值不匹配
002466.SZ,2011-05-24,0.3348,0.50339,因子数值不匹配
002466.SZ,2016-05-27,0.7373,2.806329017643071,因子数值不匹配
002466.SZ,2017-12-26,0.1048,0.11702524460454188,因子数值不匹配
002466.SZ,2019-12-26,0.1586,0.007083804305641518,因子数值不匹配
002467.SZ,2012-06-01,0.5072,1.0293894944963622,因子数值不匹配
002467.SZ,2014-05-30,0.5086,1.0349339004994589,因子数值不匹配
002467.SZ,2015-05-06,0.3381,0.5107035213200812,因子数值不匹配
002467.SZ,2019-05-15,0.4167,0.7144828621716017,因子数值不匹配
002468.SZ,2011-04-07,0.1772,0.2153210000000001,因子数值不匹配
002468.SZ,2012-04-24,0.1874,0.23067650439678072,因子数值不匹配
002468.SZ,2013-05-10,0.1663,0.19942607545663563,因子数值不匹配
002468.SZ,2014-06-04,0.1674,0.20109401530261295,因子数值不匹配
002469.SZ,2011-04-29,0.4148,0.7088380000000001,因子数值不匹配
002469.SZ,2012-03-29,0.3355,0.5048448126738754,因子数值不匹配
002469.SZ,2013-04-03,0.3362,0.5064933953870371,因子数值不匹配
002469.SZ,2014-04-16,0.2356,0.308159624078666,因子数值不匹配
002469.SZ,2016-04-27,0.3402,0.5156904318923601,因子数值不匹配
002470.SZ,2015-05-22,0.5013,1.0051646610921119,因子数值不匹配
002470.SZ,2016-05-12,0.5031,1.0126417854952654,因子数值不匹配
002471.SZ,2011-05-06,0.2415,0.3183480000000001,因子数值不匹配
002471.SZ,2013-06-18,0.5068,1.0277780901972515,因子数值不匹配
002471.SZ,2015-10-20,0.6003,1.5019655785908854,因子数值不匹配
002472.SZ,2011-05-31,0.4491,0.815353,因子数值不匹配
002472.SZ,2012-05-16,0.2478,0.3293767107554289,因子数值不匹配
002472.SZ,2016-09-26,0.5,1.0,因子数值不匹配
002474.SZ,2012-04-24,0.5043,1.0172407678850064,因子数值不匹配
002474.SZ,2013-04-19,0.3401,0.5152748844372953,因子数值不匹配
002474.SZ,2014-05-08,0.502,1.0079616782399163,因子数值不匹配
002475.SZ,2011-05-26,0.3375,0.509422,因子数值不匹配
002475.SZ,2012-06-08,0.2897,0.4078839449802638,因子数值不匹配
002475.SZ,2013-06-21,0.3355,0.5048819085865031,因子数值不匹配
002475.SZ,2014-05-21,0.2871,0.4026343248975691,因子数值不匹配
002475.SZ,2015-06-19,0.3344,0.502407237317306,因子数值不匹配
002475.SZ,2016-06-13,0.3354,0.5046058482996199,因子数值不匹配
002475.SZ,2017-07-06,0.3352,0.5041494874667243,因子数值不匹配
002475.SZ,2018-07-17,0.2325,0.3028692169914359,因子数值不匹配
002475.SZ,2019-07-05,0.2324,0.3027524547064494,因子数值不匹配
002475.SZ,2020-06-17,0.2325,0.30292280721665166,因子数值不匹配
002476.SZ,2011-05-26,0.3362,0.5064059999999999,因子数值不匹配
002476.SZ,2012-06-04,0.5014,1.005730858745916,因子数值不匹配
002476.SZ,2013-05-27,0.4138,0.7058112922790255,因子数值不匹配
002478.SZ,2017-04-26,0.5335,1.1434719860511309,因子数值不匹配
002479.SZ,2011-03-09,0.5053,1.021277,因子数值不匹配
002479.SZ,2013-03-28,0.4225,0.731556982933003,因子数值不匹配
002480.SZ,2011-05-13,0.5024,1.0097239999999998,因子数值不匹配
002480.SZ,2014-05-15,0.4996,0.9984453151723439,因子数值不匹配
002481.SZ,2011-03-02,0.5024,1.0097969999999998,因子数值不匹配
002481.SZ,2012-05-11,0.4454,0.8030517509977377,因子数值不匹配
002481.SZ,2013-07-04,0.5005,1.0018381419561073,因子数值不匹配
002481.SZ,2015-10-27,0.6001,1.500720391945945,因子数值不匹配
002482.SZ,2011-05-20,0.5014,1.0057010000000002,因子数值不匹配
002482.SZ,2012-06-05,0.3773,0.6059292985345271,因子数值不匹配
002482.SZ,2016-06-27,0.6023,1.514550221998319,因子数值不匹配
002483.SZ,2011-04-29,0.4443,0.7995080000000001,因子数值不匹配
002483.SZ,2017-05-24,0.3811,0.6157271484306316,因子数值不匹配
002484.SZ,2012-05-23,0.231,0.3003802618399711,因子数值不匹配
002484.SZ,2014-05-21,0.3792,0.6108341318078536,因子数值不匹配
002484.SZ,2016-05-11,0.3781,0.6080737444373807,因子数值不匹配
002484.SZ,2017-05-16,0.2372,0.31088066204521736,因子数值不匹配
002485.SZ,2012-05-16,0.3902,0.6398063013602279,因子数值不匹配
002485.SZ,2018-06-12,0.4117,0.6997192248022701,因子数值不匹配
002486.SZ,2013-04-11,0.5042,1.0171155460198409,因子数值不匹配
002486.SZ,2014-04-23,0.5044,1.0179025352058224,因子数值不匹配
002487.SZ,2012-05-16,0.3373,0.508967,因子数值不匹配
002487.SZ,2013-04-17,0.5015,1.0058364430766213,因子数值不匹配
002487.SZ,2015-04-08,0.3335,0.5004335248673031,因子数值不匹配
002488.SZ,2011-04-06,0.3416,0.5189090000000001,因子数值不匹配
002488.SZ,2015-05-20,0.6009,1.505428457394477,因子数值不匹配
002488.SZ,2018-10-12,0.3425,0.5209236131696646,因子数值不匹配
002489.SZ,2012-05-04,0.5167,1.0689917737439663,因子数值不匹配
002489.SZ,2015-05-21,0.2386,0.3133456797168286,因子数值不匹配
002489.SZ,2015-09-24,0.7179,2.5444443639839527,因子数值不匹配
002490.SZ,2012-07-20,0.5031,1.0123447133477956,因子数值不匹配
002491.SZ,2014-05-27,0.2411,0.3176579002517678,因子数值不匹配
002491.SZ,2015-05-20,0.6671,2.0038141800057665,因子数值不匹配
002492.SZ,2014-04-02,0.5008,1.0032689936965504,因子数值不匹配
002492.SZ,2017-04-28,0.3364,0.5068835509800831,因子数值不匹配
002493.SZ,2011-04-15,0.5052,1.0210910000000002,因子数值不匹配
002493.SZ,2015-09-25,0.4997,0.9986106725904541,因子数值不匹配
002493.SZ,2017-05-18,0.3393,0.5135721946972027,因子数值不匹配
002493.SZ,2018-05-08,0.3385,0.5117417738579867,因子数值不匹配
002493.SZ,2021-06-01,0.3371,0.5085616122971668,因子数值不匹配
002494.SZ,2014-05-22,0.2359,0.3087866605205166,因子数值不匹配
002494.SZ,2015-04-09,0.5,0.9999992569514052,因子数值不匹配
002495.SZ,2011-05-27,0.4489,0.8147009999999999,因子数值不匹配
002495.SZ,2012-06-28,0.3504,0.5394530559028733,因子数值不匹配
002495.SZ,2015-03-10,0.5818,1.3913041815670648,因子数值不匹配
002495.SZ,2016-09-26,0.2857,0.40000014518381727,因子数值不匹配
002496.SZ,2011-05-19,0.3854,0.627173,因子数值不匹配
002496.SZ,2013-05-16,0.3425,0.5208192302334617,因子数值不匹配
002496.SZ,2014-04-30,0.2375,0.3114614676945698,因子数值不匹配
002496.SZ,2015-03-24,0.1051,0.11747852582766813,因子数值不匹配
002496.SZ,2016-05-31,0.738,2.816922967645701,因子数值不匹配
002497.SZ,2011-04-27,0.5036,1.0147059999999999,因子数值不匹配
002497.SZ,2012-10-17,0.3333,0.5000002433562527,因子数值不匹配
002497.SZ,2015-05-08,0.5029,1.0118201325794307,因子数值不匹配
002498.SZ,2011-06-16,0.3381,0.51075,因子数值不匹配
002498.SZ,2013-06-18,0.3429,0.5218613252760994,因子数值不匹配
002498.SZ,2015-10-16,0.6818,2.1426576885941397,因子数值不匹配
002501.SZ,2011-05-03,0.5029,1.011793,因子数值不匹配
002501.SZ,2013-04-15,0.4498,0.8174722968563182,因子数值不匹配
002501.SZ,2015-04-09,0.5023,1.0091275149810854,因子数值不匹配
002506.SZ,2011-04-18,0.504,1.0161159999999998,因子数值不匹配
002506.SZ,2012-07-06,0.3807,0.6148455743617929,因子数值不匹配
002506.SZ,2015-08-12,0.3613,0.5655739014090908,因子数值不匹配
002507.SZ,2014-07-10,0.2358,0.3086105881983267,因子数值不匹配
002507.SZ,2015-07-03,0.3768,0.6045694136411527,因子数值不匹配
002507.SZ,2016-05-11,0.3824,0.6191805744567677,因子数值不匹配
002507.SZ,2017-05-26,0.3376,0.5096066944809854,因子数值不匹配
002507.SZ,2023-06-16,0.2425,0.3200636583519263,因子数值不匹配
002508.SZ,2011-05-13,0.3813,0.616242,因子数值不匹配
002508.SZ,2014-05-16,0.2105,0.26662244233419663,因子数值不匹配
002508.SZ,2015-05-14,0.3392,0.5132931123378717,因子数值不匹配
002508.SZ,2016-06-02,0.3411,0.5177514549777086,因子数值不匹配
002508.SZ,2017-05-10,0.238,0.3123166172231645,因子数值不匹配
002510.SZ,2014-05-08,0.506,1.0242588589869956,因子数值不匹配
002510.SZ,2016-04-29,0.5033,1.0131772662934095,因子数值不匹配
002511.SZ,2012-06-19,0.2376,0.3116730000000001,因子数值不匹配
002511.SZ,2013-06-27,0.3388,0.5124897745093479,因子数值不匹配
002511.SZ,2014-06-05,0.2305,0.29950471094192627,因子数值不匹配
002511.SZ,2015-06-05,0.1674,0.2009874026260659,因子数值不匹配
002511.SZ,2017-06-01,0.3369,0.5080574195586217,因子数值不匹配
002511.SZ,2018-05-17,0.4155,0.7107527177875692,因子数值不匹配
002512.SZ,2011-06-29,0.4501,0.8184800000000001,因子数值不匹配
002512.SZ,2012-06-14,0.3377,0.509947318639743,因子数值不匹配
002512.SZ,2015-09-22,0.6001,1.5007143007282169,因子数值不匹配
002513.SZ,2011-09-30,0.449,0.814905,因子数值不匹配
002513.SZ,2012-04-27,0.3822,0.6185750769324014,因子数值不匹配
002514.SZ,2012-06-11,0.375,0.6000000000000002,因子数值不匹配
002514.SZ,2014-04-28,0.5044,1.0178735924212867,因子数值不匹配
002514.SZ,2016-05-27,0.4998,0.999172822972711,因子数值不匹配
002515.SZ,2011-05-12,0.2348,0.3069170000000001,因子数值不匹配
002515.SZ,2012-05-09,0.3376,0.5096092559818258,因子数值不匹配
002515.SZ,2015-05-22,0.5006,1.0022280014946972,因子数值不匹配
002515.SZ,2016-04-14,0.4135,0.7049008585445626,因子数值不匹配
002515.SZ,2017-05-22,0.3749,0.5997720161757432,因子数值不匹配
002516.SZ,2011-06-08,0.2048,0.257598,因子数值不匹配
002516.SZ,2015-05-15,0.6009,1.5057405061437572,因子数值不匹配
002516.SZ,2016-05-27,0.5021,1.008389082235662,因子数值不匹配
002517.SZ,2012-05-29,0.5048,1.0192897834532537,因子数值不匹配
002517.SZ,2017-09-27,0.5012,1.0049364850280231,因子数值不匹配
002517.SZ,2018-06-13,0.339,0.5129652600490685,因子数值不匹配
002518.SZ,2012-05-14,0.4522,0.8256113498208028,因子数值不匹配
002518.SZ,2014-04-10,0.2883,0.40513936629295305,因子数值不匹配
002518.SZ,2016-04-28,0.338,0.5106203020340232,因子数值不匹配
002518.SZ,2017-04-27,0.2396,0.31502678615327956,因子数值不匹配
002519.SZ,2011-04-29,0.5057,1.0230700000000001,因子数值不匹配
002519.SZ,2013-04-24,0.3557,0.5520082840031783,因子数值不匹配
002519.SZ,2015-05-14,0.5051,1.020733608053386,因子数值不匹配
002519.SZ,2017-05-26,0.4175,0.7167431551755965,因子数值不匹配
002520.SZ,2011-05-03,0.3472,0.5318339999999999,因子数值不匹配
002520.SZ,2012-05-15,0.357,0.5553108234965407,因子数值不匹配
002520.SZ,2013-05-14,0.3703,0.58803984758726,因子数值不匹配
002520.SZ,2015-05-21,0.3348,0.5033725653963161,因子数值不匹配
002520.SZ,2016-06-08,0.3352,0.5041075323072486,因子数值不匹配
002521.SZ,2011-05-09,0.2883,0.4051720000000001,因子数值不匹配
002521.SZ,2013-04-17,0.5098,1.04000064110292,因子数值不匹配
002522.SZ,2011-05-11,0.3782,0.608333,因子数值不匹配
002522.SZ,2014-01-20,0.1321,0.15219080450256103,因子数值不匹配
002522.SZ,2014-05-22,0.5109,1.0445101785901292,因子数值不匹配
002522.SZ,2015-05-06,0.5008,1.0033219681194987,因子数值不匹配
002523.SZ,2012-05-21,0.3809,0.6152672345330351,因子数值不匹配
002523.SZ,2013-05-13,0.2368,0.31019490594943455,因子数值不匹配
002523.SZ,2015-04-20,0.2343,0.3060241243115947,因子数值不匹配
002523.SZ,2016-05-11,0.3379,0.5103579558180289,因子数值不匹配
002523.SZ,2017-05-11,0.1695,0.20408160867243716,因子数值不匹配
002523.SZ,2018-05-11,0.2912,0.4107579323712496,因子数值不匹配
002524.SZ,2011-04-27,0.5008,1.0031409999999998,因子数值不匹配
002524.SZ,2012-05-15,0.1685,0.20266671192891564,因子数值不匹配
002524.SZ,2013-05-28,0.4747,0.9036142377831493,因子数值不匹配
002526.SZ,2012-05-22,0.5007,1.0027167067586726,因子数值不匹配
002526.SZ,2018-05-28,0.4123,0.7016126285923895,因子数值不匹配
002526.SZ,2018-09-20,0.4124,0.7017544912970176,因子数值不匹配
002527.SZ,2013-07-11,0.4179,0.7180477025040576,因子数值不匹配
002527.SZ,2015-06-12,0.3358,0.5055699481865286,因子数值不匹配
002528.SZ,2011-07-05,0.3802,0.613505,因子数值不匹配
002528.SZ,2012-07-13,0.3426,0.5211418619712985,因子数值不匹配
002528.SZ,2014-05-28,0.2396,0.3151753397234601,因子数值不匹配
002528.SZ,2015-06-19,0.336,0.5061079755972528,因子数值不匹配
002528.SZ,2016-05-23,0.2304,0.2993867190619184,因子数值不匹配
002529.SZ,2015-04-21,0.1999,0.24979915969378,因子数值不匹配
002530.SZ,2012-03-30,0.5039,1.015563818170689,因子数值不匹配
002530.SZ,2018-06-08,0.3765,0.6039676098999467,因子数值不匹配
002531.SZ,2013-05-20,0.5072,1.0291535796124118,因子数值不匹配
002531.SZ,2015-05-26,0.5014,1.0056042531428775,因子数值不匹配
002531.SZ,2016-06-15,0.4472,0.8090617757778605,因子数值不匹配
002532.SZ,2011-05-11,0.5013,1.005305,因子数值不匹配
002532.SZ,2014-05-22,0.5026,1.0103309228504118,因子数值不匹配
002532.SZ,2017-06-06,0.3774,0.6062053524297762,因子数值不匹配
002533.SZ,2011-04-25,0.5027,1.010888,因子数值不匹配
002533.SZ,2012-04-09,0.1768,0.21479366329701097,因子数值不匹配
002533.SZ,2014-04-29,0.3849,0.6258659183827314,因子数值不匹配
002534.SZ,2016-05-06,0.3376,0.5097498289217073,因子数值不匹配
002534.SZ,2017-05-25,0.1774,0.21564479545673781,因子数值不匹配
002535.SZ,2011-05-16,0.5018,1.0072770000000002,因子数值不匹配
002535.SZ,2012-06-07,0.2377,0.31179154645821155,因子数值不匹配
002535.SZ,2016-04-29,0.2309,0.30014212070018587,因子数值不匹配
002536.SZ,2016-03-29,0.6677,2.0095324686935014,因子数值不匹配
002536.SZ,2019-06-20,0.3631,0.5702249772400619,因子数值不匹配
002537.SZ,2012-04-06,0.3332,0.49961924315428863,因子数值不匹配
002537.SZ,2015-05-15,0.5007,1.0027563191878626,因子数值不匹配
002537.SZ,2017-05-16,0.5464,1.2045262100792218,因子数值不匹配
002538.SZ,2012-04-05,0.5039,1.0158071096293462,因子数值不匹配
002538.SZ,2015-03-02,0.5023,1.0092503222932427,因子数值不匹配
002539.SZ,2011-09-23,0.4998,0.9993646621526671,因子数值不匹配
002539.SZ,2015-09-21,0.6002,1.500994349119468,因子数值不匹配
002540.SZ,2011-05-09,0.2358,0.30862600000000007,因子数值不匹配
002540.SZ,2013-05-06,0.5062,1.0251260426070499,因子数值不匹配
002540.SZ,2015-04-13,0.6,1.499741205810211,因子数值不匹配
002541.SZ,2012-04-12,0.5062,1.0249480000000002,因子数值不匹配
002541.SZ,2018-06-12,0.3365,0.5071667236299522,因子数值不匹配
002541.SZ,2022-06-15,0.2367,0.31002105585134604,因子数值不匹配
002542.SZ,2011-05-20,0.3355,0.504788,因子数值不匹配
002542.SZ,2012-05-18,0.502,1.0078369843459676,因子数值不匹配
002542.SZ,2014-04-23,0.5032,1.0129698991259337,因子数值不匹配
002542.SZ,2015-06-05,0.5005,1.0021130980179442,因子数值不匹配
002542.SZ,2016-04-29,0.3348,0.5033184318726328,因子数值不匹配
002543.SZ,2013-05-29,0.5066,1.0269010455775054,因子数值不匹配
002543.SZ,2014-06-18,0.1031,0.11489769113451459,因子数值不匹配
002543.SZ,2018-07-12,0.2503,0.33378947269873277,因子数值不匹配
002543.SZ,2019-07-05,0.2547,0.3417233363788552,因子数值不匹配
002544.SZ,2011-06-10,0.5041,1.0165289999999998,因子数值不匹配
002544.SZ,2013-06-06,0.5052,1.0209487443752834,因子数值不匹配
002544.SZ,2014-06-12,0.3365,0.5071596939559428,因子数值不匹配
002545.SZ,2011-09-09,0.3333,0.5,因子数值不匹配
002545.SZ,2015-10-19,0.6853,2.177935555888879,因子数值不匹配
002546.SZ,2011-08-30,0.4999,0.9995370987243074,因子数值不匹配
002546.SZ,2014-04-29,0.3495,0.5373135605751909,因子数值不匹配
002546.SZ,2016-03-24,0.6455,1.8207546911052235,因子数值不匹配
002547.SZ,2012-05-09,0.4997,0.998936,因子数值不匹配
002547.SZ,2015-10-22,0.6668,2.001031201114823,因子数值不匹配
002548.SZ,2012-05-02,0.3445,0.5256292512976087,因子数值不匹配
002548.SZ,2014-09-16,0.5494,1.219355066223199,因子数值不匹配
002548.SZ,2020-06-15,0.2326,0.3031610536559406,因子数值不匹配
002549.SZ,2011-06-16,0.3354,0.504621,因子数值不匹配
