ts_code,trade_date,diff_pct,t_pre_close,t_1_close,factor_now,factor_prev,reason
600000.SH,2011-06-03,0.2400,10.0400,13.2100,5.119442,3.890931,因子未变动
600000.SH,2016-06-23,0.1168,15.8000,17.8900,7.128788,6.295967,因子未变动
600000.SH,2017-05-25,0.2405,11.7500,15.4700,9.385732,7.128788,因子未变动
600000.SH,2026-04-17,0.0142,10.0000,9.8600,12.763991,12.388310,因子未变动
600004.SH,2017-07-14,0.3234,13.3300,19.7000,2.112381,1.429342,因子未变动
600006.SH,2004-06-11,0.5100,4.9100,10.0200,2.194092,1.075149,因子未变动
600008.SH,2005-06-17,0.5063,4.2800,8.6700,2.240642,1.106107,因子未变动
600008.SH,2016-05-23,0.5086,3.9900,8.1200,5.563265,2.733673,因子未变动
600009.SH,2003-12-26,0.2305,10.0500,13.0600,2.081054,1.601424,因子未变动
600010.SH,2005-11-14,0.5227,2.0000,4.1900,2.347715,1.120628,因子未变动
600010.SH,2014-09-29,0.5009,2.8400,5.6900,5.109356,2.550188,因子未变动
600010.SH,2017-05-31,0.2843,2.1400,2.9900,7.138773,5.109356,因子未变动
600011.SH,2004-05-24,0.5116,10.2800,21.0500,2.148188,1.049091,因子未变动
600012.SH,2024-07-12,0.0418,13.7500,14.3500,1.000000,2.139799,因子未变动
600012.SH,2025-07-30,0.0359,16.0900,16.6900,1.037290,2.233172,因子未变动
600015.SH,2004-05-21,0.1674,6.0200,7.2300,1.268081,1.055857,因子未变动
600015.SH,2013-07-24,0.2694,6.7800,9.2800,1.966219,1.436526,因子未变动
600015.SH,2015-07-08,0.1889,13.3100,16.4100,2.559718,2.076164,因子未变动
600015.SH,2017-06-29,0.1797,9.3100,11.3500,3.236897,2.655111,因子未变动
600016.SH,2001-05-31,0.2385,15.2900,20.0800,1.313277,1.000000,因子未变动
600016.SH,2002-06-19,0.1354,10.2200,11.8200,1.518878,1.313277,因子未变动
600016.SH,2003-04-14,0.2341,10.7300,14.0100,1.983176,1.518878,因子未变动
600016.SH,2004-04-19,0.2679,7.6800,10.4900,2.712082,1.985586,因子未变动
600016.SH,2005-04-18,0.1773,4.7800,5.8100,3.296485,2.712082,因子未变动
600016.SH,2005-10-26,0.1349,4.8100,5.5600,3.810490,3.296485,因子未变动
600016.SH,2006-04-17,0.2917,4.0800,5.7600,5.379515,3.810490,因子未变动
600016.SH,2007-06-11,0.1596,10.6900,12.7200,6.401070,5.379515,因子未变动
600016.SH,2008-04-07,0.2338,8.8800,11.5900,8.354549,6.401070,因子未变动
600016.SH,2010-07-15,0.1726,5.3200,6.4300,10.224713,8.459638,因子未变动
600016.SH,2014-06-25,0.1776,6.2500,7.6000,14.104913,11.599436,因子未变动
600016.SH,2018-07-05,0.1779,5.5900,6.8000,18.787835,15.444707,因子未变动
600016.SH,2024-07-12,0.0566,3.6700,3.8900,1.000000,24.647267,因子未变动
600017.SH,2008-09-24,0.5000,6.2000,12.4000,2.046635,1.023318,因子未变动
600017.SH,2010-09-16,0.3328,4.3500,6.5200,3.091947,2.062878,因子未变动
600020.SH,2006-06-30,0.3444,4.1500,6.3300,1.650730,1.082232,因子未变动
600020.SH,2007-07-05,0.1456,7.4500,8.7200,1.932129,1.650730,因子未变动
600020.SH,2008-07-07,0.1343,3.6100,4.1700,2.231850,1.932129,因子未变动
600021.SH,2008-06-17,0.1664,4.6100,5.5300,1.331703,1.110154,因子未变动
600022.SH,2006-06-23,0.2312,3.9900,5.1900,1.420526,1.092081,因子未变动
600022.SH,2007-06-28,0.1810,14.1600,17.2900,1.734527,1.420526,因子未变动
600022.SH,2009-04-23,0.4481,4.5200,8.1900,3.286819,1.813971,因子未变动
600022.SH,2017-06-08,0.2302,2.0400,2.6500,4.269642,3.286819,因子未变动
600023.SH,2014-06-19,0.2548,4.6800,6.2800,1.341880,1.000000,因子未变动
600028.SH,2013-06-19,0.2551,4.7300,6.3500,1.748677,1.302558,因子未变动
600028.SH,2023-09-15,0.0221,6.1900,6.3300,1.000000,3.161395,因子未变动
600029.SH,2008-08-29,0.3340,3.4900,5.2400,1.504924,1.002326,因子未变动
600030.SH,2008-04-24,0.5042,29.2100,58.9200,2.087794,1.035038,因子未变动
600030.SH,2010-06-24,0.3495,13.5700,20.8600,3.267319,2.125480,因子未变动
600031.SH,2005-06-30,0.5061,7.7400,15.6700,2.063774,1.019375,因子未变动
600031.SH,2007-04-24,0.5015,32.4000,64.9900,4.139650,2.063774,因子未变动
600031.SH,2008-07-10,0.3343,21.3900,32.1300,6.218184,4.139650,因子未变动
600031.SH,2010-06-24,0.3369,19.0700,28.7600,9.434709,6.255908,因子未变动
600031.SH,2010-10-22,0.5254,19.0200,40.0800,19.881344,9.434709,因子未变动
600031.SH,2011-04-22,0.3349,18.3700,27.6200,29.892364,19.881344,因子未变动
600033.SH,2003-04-30,0.1711,8.3800,10.1100,1.221524,1.012500,因子未变动
600033.SH,2004-06-03,0.1822,6.4200,7.8500,1.493609,1.221524,因子未变动
600033.SH,2006-09-19,0.3328,4.1500,6.2200,2.439412,1.627582,因子未变动
600033.SH,2010-06-17,0.3430,4.3100,6.5600,4.040954,2.654956,因子未变动
600035.SH,2014-05-14,0.2515,2.4400,3.2600,1.658299,1.241181,因子未变动
600035.SH,2015-04-16,0.1722,8.6500,10.4500,2.003379,1.658299,因子未变动
600036.SH,2004-05-11,0.1736,8.7600,10.6000,1.222227,1.010067,因子未变动
600036.SH,2005-06-20,0.3416,5.8600,8.9000,1.856284,1.222227,因子未变动
600036.SH,2009-07-03,0.2341,17.6000,22.9800,2.758701,2.112843,因子未变动
600037.SH,2002-10-15,0.2309,19.4900,25.3400,1.315618,1.011894,因子未变动
600037.SH,2005-09-30,0.3748,12.8800,20.6000,2.187603,1.367783,因子未变动
600037.SH,2007-05-10,0.3769,21.4600,34.4400,3.582171,2.232096,因子未变动
600038.SH,2002-05-16,0.3772,16.3800,26.3000,1.605617,1.000000,因子未变动
600038.SH,2004-07-14,0.2378,7.9800,10.4700,2.268054,1.728660,因子未变动
600039.SH,2004-06-08,0.1732,5.3000,6.4100,1.209434,1.000000,因子未变动
600039.SH,2007-01-08,0.2367,3.7400,4.9000,1.584553,1.209434,因子未变动
600039.SH,2012-05-15,0.4496,5.5100,10.0100,2.878652,1.584553,因子未变动
600039.SH,2014-10-09,0.4995,4.6200,9.2300,5.947977,2.977211,因子未变动
600039.SH,2021-07-08,0.0391,6.1400,6.3900,1.040717,6.452689,因子未变动
600039.SH,2022-06-15,0.0416,10.8400,11.3100,7.006588,1.040717,因子未变动
600039.SH,2023-06-15,0.3301,9.7800,14.6000,10.459731,7.006588,因子未变动
600048.SH,2007-04-02,0.5003,27.8300,55.6900,2.001078,1.000000,因子未变动
600048.SH,2008-03-11,0.5006,30.5200,61.1100,4.006746,2.001078,因子未变动
600048.SH,2009-04-30,0.2350,17.9400,23.4500,5.237357,4.006746,因子未变动
600048.SH,2010-04-27,0.2353,12.8400,16.7900,6.848538,5.237357,因子未变动
600048.SH,2011-05-17,0.2427,10.1400,13.3900,9.043582,6.848538,因子未变动
600048.SH,2012-06-18,0.1788,11.8000,14.3700,11.013244,9.043582,因子未变动
600048.SH,2014-05-22,0.3594,4.8300,7.5400,17.515580,11.220191,因子未变动
600050.SH,2021-11-17,0.0124,3.9700,4.0200,1.012595,1.262343,因子未变动
600050.SH,2022-06-29,0.0115,3.4500,3.4900,1.293062,1.012595,因子未变动
600052.SH,2000-05-25,0.3335,13.8300,20.7500,2.932800,1.954729,因子未变动
600053.SH,2000-04-28,0.1072,11.4900,12.8700,1.456769,1.300565,因子未变动
600053.SH,2009-05-12,0.1722,6.7800,8.1900,1.771204,1.466271,因子未变动
600053.SH,2011-06-09,0.1663,8.7700,10.5200,2.124637,1.771204,因子未变动
600054.SH,2006-11-02,0.3333,8.8800,13.3200,2.054408,1.369605,因子未变动
600054.SH,2016-06-27,0.3382,16.1800,24.4500,3.240526,2.144446,因子未变动
600055.SH,2004-06-14,0.2410,6.7400,8.8800,2.896415,2.198405,因子未变动
600055.SH,2008-06-06,0.3348,7.3100,10.9900,4.486460,2.984170,因子未变动
600055.SH,2016-06-27,0.3762,16.7000,26.7700,7.360947,4.591999,因子未变动
600055.SH,2017-06-02,0.2924,11.1100,15.7000,10.402058,7.360947,因子未变动
600056.SH,2000-10-30,0.1151,22.0700,24.9400,1.169066,1.034534,因子未变动
600056.SH,2003-06-10,0.3791,8.9600,14.4300,1.904743,1.182710,因子未变动
600056.SH,2006-06-13,0.1278,8.1900,9.3900,2.354000,2.053170,因子未变动
600056.SH,2010-05-13,0.2379,16.3400,21.4400,3.164755,2.411945,因子未变动
600056.SH,2014-06-19,0.5069,10.3000,20.8900,6.575149,3.241936,因子未变动
600056.SH,2022-06-24,0.2919,15.1600,21.4100,10.556551,7.474886,因子未变动
600057.SH,2003-06-02,0.1850,14.0100,17.1900,4.051555,3.302052,因子未变动
600057.SH,2018-06-07,0.3322,5.9300,8.8800,6.670707,4.454650,因子未变动
600058.SH,2003-06-13,0.2468,10.6800,14.1800,1.800797,1.356312,因子未变动
600058.SH,2004-10-21,0.3336,7.0500,10.5800,2.729770,1.818987,因子未变动
600058.SH,2008-03-03,0.1428,40.4500,47.1900,3.438084,2.947033,因子未变动
600059.SH,2008-04-25,0.3792,19.1400,30.8300,3.753792,2.330444,因子未变动
600059.SH,2009-04-29,0.3333,6.8200,10.2300,5.630689,3.753792,因子未变动
600060.SH,2010-05-14,0.3382,13.9300,21.0500,2.625203,1.737249,因子未变动
600060.SH,2012-07-05,0.3331,11.2900,16.9300,3.997818,2.665999,因子未变动
600060.SH,2025-08-08,0.0389,21.7200,22.6000,1.040515,5.190415,因子未变动
600061.SH,2000-09-08,0.1134,13.9200,15.7000,1.381250,1.224650,因子未变动
600061.SH,2001-04-13,0.5010,13.0500,26.1500,2.767792,1.381250,因子未变动
600061.SH,2002-07-17,0.2324,7.4300,9.6800,3.605953,2.767792,因子未变动
600061.SH,2006-07-24,0.1301,3.6100,4.1500,4.145347,3.605953,因子未变动
600061.SH,2021-06-18,0.3515,8.5600,13.2000,6.661482,4.319870,因子未变动
600062.SH,2000-04-27,0.2366,10.1300,13.2700,2.021602,1.543243,因子未变动
600062.SH,2002-05-13,0.2357,12.5200,16.3800,2.842892,2.172955,因子未变动
600062.SH,2009-07-16,0.1709,21.3000,25.6900,3.613661,2.996146,因子未变动
600062.SH,2017-07-17,0.1699,21.0600,25.3700,4.736864,3.932139,因子未变动
600062.SH,2018-08-16,0.1703,18.0300,21.7300,5.708933,4.736864,因子未变动
600063.SH,2008-05-19,0.3353,11.5400,17.3600,3.045900,2.024752,因子未变动
600063.SH,2011-09-26,0.5028,6.3000,12.6700,6.138379,3.052233,因子未变动
600063.SH,2012-06-12,0.3756,2.8100,4.5000,9.830145,6.138379,因子未变动
600064.SH,2010-05-17,0.3364,13.7300,20.6900,4.459302,2.959218,因子未变动
600064.SH,2015-04-29,0.3354,21.7000,32.6500,7.230737,4.805727,因子未变动
600064.SH,2018-05-17,0.3795,8.8300,14.2300,12.245959,7.598863,因子未变动
600064.SH,2022-07-15,0.3273,7.0100,10.4200,20.373221,13.705977,因子未变动
600066.SH,2004-04-15,0.3492,10.9200,16.7800,2.705338,1.760566,因子未变动
600066.SH,2005-04-19,0.2684,7.4700,10.2100,3.697658,2.705338,因子未变动
600066.SH,2006-04-20,0.3957,6.4600,10.6900,6.118880,3.697658,因子未变动
600066.SH,2008-05-15,0.2498,21.2900,28.3800,8.395506,6.298109,因子未变动
600066.SH,2012-02-21,0.0959,22.2400,24.6000,10.437399,9.436087,因子未变动
600066.SH,2013-05-15,0.4565,17.5100,32.2200,19.446540,10.568247,因子未变动
600066.SH,2015-05-20,0.3535,21.4500,33.1800,31.097883,20.103962,因子未变动
600067.SH,2000-05-29,0.1783,18.7600,22.8300,1.974299,1.622332,因子未变动
600067.SH,2002-10-31,0.3772,9.5100,15.2700,3.221247,2.006159,因子未变动
600067.SH,2004-05-27,0.3772,8.3700,13.4400,5.193303,3.234222,因子未变动
600067.SH,2005-07-20,0.1751,4.2400,5.1400,6.295655,5.193303,因子未变动
600067.SH,2006-08-02,0.1336,5.1900,5.9900,7.266084,6.295655,因子未变动
600067.SH,2008-04-18,0.1314,11.7700,13.5500,9.068947,7.877602,因子未变动
600067.SH,2010-04-19,0.1695,11.3700,13.6900,10.972019,9.112626,因子未变动
600067.SH,2012-04-20,0.3844,5.5100,8.9500,17.928148,11.037328,因子未变动
600071.SH,2001-04-18,0.4132,17.5100,29.8400,3.095515,1.816437,因子未变动
600071.SH,2001-10-10,0.2317,15.7500,20.5000,4.029083,3.095515,因子未变动
600072.SH,2002-07-25,0.1665,9.5100,11.4100,2.174576,1.812464,因子未变动
600072.SH,2011-06-28,0.1667,24.9900,29.9900,3.178395,2.648486,因子未变动
600073.SH,2012-06-25,0.3371,6.4100,9.6700,2.030436,1.345925,因子未变动
600073.SH,2013-06-05,0.0986,7.3100,8.1100,2.252646,2.030436,因子未变动
600075.SH,2006-07-11,0.5010,7.6700,15.3700,6.099025,3.043560,因子未变动
600075.SH,2017-06-09,0.2915,8.7000,12.2800,8.733369,6.187322,因子未变动
600076.SH,2006-08-08,0.3059,2.4500,3.5300,2.413474,1.675074,因子未变动
600078.SH,2003-10-21,0.5086,5.4400,11.0700,3.360798,1.651557,因子未变动
600078.SH,2007-03-06,0.3777,6.6400,10.6700,5.400559,3.360798,因子未变动
600079.SH,2000-08-31,0.4750,16.9900,32.3600,2.199760,1.154942,因子未变动
600079.SH,2003-05-30,0.2873,7.2700,10.2000,3.184995,2.270090,因子未变动
600079.SH,2007-06-13,0.3340,9.7100,14.5800,5.294629,3.526121,因子未变动
600079.SH,2015-07-22,0.5018,19.7800,39.7000,10.858136,5.409923,因子未变动
600080.SH,2000-07-25,0.1082,15.0900,16.9200,2.871375,2.560819,因子未变动
600080.SH,2006-06-14,0.2438,2.4200,3.2000,3.813005,2.883585,因子未变动
600081.SH,2000-10-12,0.3353,23.9300,36.0000,3.684774,2.449351,因子未变动
600081.SH,2002-11-14,0.1668,16.0900,19.3100,4.480659,3.733495,因子未变动
600081.SH,2004-05-25,0.2310,9.5200,12.3800,5.826739,4.480659,因子未变动
600082.SH,2004-06-16,0.4466,6.7400,12.1800,2.354395,1.302842,因子未变动
600082.SH,2009-05-11,0.5018,7.0700,14.1900,4.835435,2.409198,因子未变动
600084.SH,2000-05-09,0.2310,13.3800,17.4000,1.954791,1.503167,因子未变动
600084.SH,2001-04-17,0.2348,15.3500,20.0600,2.554599,1.954791,因子未变动
600084.SH,2004-06-29,0.5018,4.1900,8.4100,5.207525,2.594474,因子未变动
600085.SH,2001-02-13,0.1195,20.1200,22.8500,1.428144,1.257517,因子未变动
600085.SH,2001-06-11,0.2224,20.5200,26.3900,1.836682,1.428144,因子未变动
600085.SH,2004-09-23,0.1121,19.0100,21.4100,2.159775,1.917670,因子未变动
600085.SH,2005-07-07,0.1759,18.3600,22.2800,2.620903,2.159775,因子未变动
600085.SH,2008-07-24,0.1703,17.8300,21.4900,3.222612,2.673763,因子未变动
600085.SH,2011-07-12,0.6033,16.3200,41.1400,8.293665,3.290049,因子未变动
600088.SH,2001-07-09,0.2335,21.0800,27.5000,1.519896,1.165069,因子未变动
600088.SH,2010-08-03,0.2887,15.7400,22.1300,2.217929,1.577506,因子未变动
600088.SH,2018-06-28,0.1719,9.2500,11.1700,2.741576,2.270329,因子未变动
600089.SH,2000-04-04,0.3751,20.8100,33.3000,2.875200,1.796784,因子未变动
600089.SH,2005-07-25,0.2406,5.6800,7.4800,4.367063,3.316166,因子未变动
600089.SH,2007-09-21,0.5000,25.8000,51.6000,9.728787,4.864393,因子未变动
600089.SH,2008-05-20,0.2316,19.6800,25.6100,12.660276,9.728787,因子未变动
600089.SH,2009-06-03,0.3356,20.3900,30.6900,19.055608,12.660276,因子未变动
600089.SH,2011-06-07,0.2352,13.6900,17.9000,25.045702,19.155063,因子未变动
600089.SH,2023-07-18,0.2684,16.6300,22.7300,46.482182,34.007857,因子未变动
600094.SH,2000-06-09,0.3369,12.3000,18.5500,1.845064,1.223412,因子未变动
600094.SH,2000-08-23,0.0964,11.2500,12.4500,2.041871,1.845064,因子未变动
600094.SH,2007-03-19,0.2179,4.2700,5.4600,2.646807,2.069939,因子未变动
600094.SH,2011-10-11,0.3341,5.8300,4.3700,1.983970,2.646807,因子未变动
600095.SH,2006-07-28,0.2757,3.5200,4.8600,2.739397,1.984090,因子未变动
600096.SH,2004-11-15,0.2350,10.5500,13.7900,1.446722,1.106811,因子未变动
600098.SH,2005-05-11,0.3490,5.6700,8.7100,3.112501,2.026163,因子未变动
600099.SH,2001-07-04,0.1694,11.1300,13.4000,1.979278,1.643983,因子未变动
600100.SH,2000-05-19,0.2856,42.7900,59.9000,3.119113,2.228161,因子未变动
600100.SH,2001-05-16,0.3348,29.3800,44.1700,4.698150,3.125009,因子未变动
600100.SH,2008-08-15,0.2347,12.6200,16.4900,7.097525,5.431823,因子未变动
600100.SH,2011-05-11,0.5019,13.0800,26.2600,14.381989,7.163611,因子未变动
600101.SH,2004-06-15,0.1691,9.5300,11.4700,2.667446,2.216282,因子未变动
600101.SH,2005-07-18,0.2345,4.0800,5.3300,3.484678,2.667446,因子未变动
600101.SH,2007-02-26,0.1835,5.8300,7.1400,4.267685,3.484678,因子未变动
600101.SH,2019-07-19,0.2354,6.4300,8.4100,5.842799,4.467205,因子未变动
600101.SH,2024-07-05,0.2364,9.9800,13.0700,7.915161,6.043864,因子未变动
600103.SH,2000-09-06,0.5015,8.2500,16.5500,2.412302,1.202507,因子未变动
600103.SH,2006-12-27,0.2020,2.4500,3.0700,3.078128,2.456487,因子未变动
600103.SH,2007-01-18,0.1661,2.5600,3.0700,3.691349,3.078128,因子未变动
600103.SH,2019-06-03,0.2303,2.3400,3.0400,4.795599,3.691349,因子未变动
600104.SH,2001-05-31,0.2777,10.1200,14.0100,2.173645,1.570113,因子未变动
600104.SH,2004-06-09,0.2404,9.3200,12.2700,3.025886,2.298391,因子未变动
600104.SH,2010-06-08,0.2330,12.2800,16.0100,4.511845,3.460678,因子未变动
600105.SH,2010-06-25,0.2858,9.7700,13.6800,2.894603,2.067271,因子未变动
600105.SH,2016-06-07,0.5011,8.7400,17.5200,6.145254,3.065612,因子未变动
600105.SH,2018-05-21,0.2434,4.5700,6.0400,8.222723,6.221498,因子未变动
600106.SH,2008-06-17,0.0983,9.5400,10.5800,1.384478,1.248386,因子未变动
600106.SH,2009-04-17,0.1015,7.8800,8.7700,1.540847,1.384478,因子未变动
600106.SH,2010-05-25,0.0957,11.2500,12.4400,1.703835,1.540847,因子未变动
600106.SH,2012-04-24,0.5034,5.0400,10.1500,3.431333,1.703835,因子未变动
600106.SH,2017-06-02,0.1061,4.9700,5.5600,4.095226,3.660660,因子未变动
600106.SH,2018-06-07,0.1117,3.4200,3.8500,4.610123,4.095226,因子未变动
600106.SH,2019-06-14,0.1071,3.2500,3.6400,5.163337,4.610123,因子未变动
600106.SH,2020-06-08,0.1107,2.5700,2.8900,5.806243,5.163337,因子未变动
600107.SH,2000-05-15,0.4446,11.0200,19.8400,1.831847,1.017488,因子未变动
600108.SH,2000-08-11,0.2322,9.1600,11.9300,2.366728,1.817203,因子未变动
600108.SH,2001-06-01,0.2322,8.2000,10.6800,3.082520,2.366728,因子未变动
600108.SH,2004-06-04,0.3339,3.6900,5.5400,4.737418,3.155428,因子未变动
600108.SH,2006-06-14,0.3486,2.1300,3.2700,7.272937,4.737418,因子未变动
600109.SH,2007-08-21,0.5000,74.6300,149.2500,2.062374,1.031256,因子未变动
600109.SH,2009-06-05,0.5014,19.7800,39.6700,4.136218,2.062374,因子未变动
600109.SH,2014-10-24,0.4998,12.0100,24.0100,8.415094,4.209300,因子未变动
600110.SH,2001-09-25,0.3121,12.6300,18.3600,2.117373,1.456559,因子未变动
600110.SH,2002-05-09,0.4461,8.0700,14.5700,3.822816,2.117373,因子未变动
600110.SH,2007-05-25,0.3334,20.8500,31.2800,5.802486,3.867706,因子未变动
600110.SH,2007-09-27,0.2308,19.7600,25.6900,7.543819,5.802486,因子未变动
600110.SH,2009-06-01,0.3333,7.1000,10.6500,11.315728,7.543819,因子未变动
600111.SH,2008-05-15,0.5009,23.6700,47.4300,3.182315,1.588138,因子未变动
600111.SH,2011-05-12,0.3340,65.7500,98.7200,4.783551,3.185965,因子未变动
600111.SH,2012-05-04,0.5022,38.1600,76.6600,9.609722,4.783551,因子未变动
600111.SH,2015-05-11,0.3361,21.0600,31.7200,14.729901,9.779687,因子未变动
600113.SH,2008-05-20,0.2043,7.8300,9.8400,1.351824,1.075690,因子未变动
600113.SH,2010-05-04,0.3782,6.7400,10.8400,2.187489,1.360118,因子未变动
600113.SH,2011-03-24,0.2628,7.3500,9.9700,2.967247,2.187489,因子未变动
600113.SH,2019-03-06,0.0999,7.7500,8.6100,3.336979,3.003669,因子未变动
600114.SH,2005-04-11,0.4244,6.7800,11.7800,1.737463,1.000000,因子未变动
600114.SH,2014-04-30,0.3400,9.6300,14.5900,2.916443,1.924972,因子未变动
600114.SH,2018-04-26,0.3363,11.2100,16.8900,4.528219,3.005407,因子未变动
600116.SH,2006-12-27,0.1664,4.8100,5.7700,1.338009,1.115394,因子未变动
600116.SH,2016-04-18,0.6684,10.3400,31.1800,4.426028,1.467772,因子未变动
600116.SH,2023-06-30,0.0166,8.8900,9.0400,1.000000,4.753484,因子未变动
600118.SH,2000-05-08,0.3751,21.9900,35.1900,2.885181,1.802930,因子未变动
600118.SH,2003-07-22,0.1695,11.1200,13.3900,3.474152,2.885181,因子未变动
600118.SH,2007-12-28,0.1258,34.9500,39.9800,3.979863,3.479145,因子未变动
600118.SH,2009-04-21,0.1698,20.9200,25.2000,4.794099,3.979863,因子未变动
600118.SH,2010-04-19,0.5007,18.4100,36.8700,9.601218,4.794099,因子未变动
600118.SH,2012-05-22,0.2331,13.3600,17.4200,12.551691,9.626326,因子未变动
600118.SH,2013-08-14,0.1491,13.0700,15.3600,14.844832,12.631639,因子未变动
600119.SH,2002-05-09,0.2307,13.1400,17.0800,1.716432,1.320487,因子未变动
600119.SH,2002-11-11,0.1667,10.9500,13.1400,2.059719,1.716432,因子未变动
600120.SH,2000-05-10,0.1706,29.2600,35.2800,2.635052,2.185420,因子未变动
600120.SH,2000-08-30,0.1036,33.6700,37.5600,2.939487,2.635052,因子未变动
600120.SH,2001-03-29,0.3749,25.3800,40.6000,4.702253,2.939487,因子未变动
600120.SH,2002-04-26,0.2894,14.2200,20.0100,6.616884,4.702253,因子未变动
600120.SH,2003-06-16,0.3771,9.8300,15.7800,10.622017,6.616884,因子未变动
600120.SH,2018-06-28,0.2364,13.6600,17.8900,17.827174,13.612030,因子未变动
600120.SH,2019-06-12,0.2352,13.3300,17.4300,23.310404,17.827174,因子未变动
600120.SH,2019-10-17,0.2854,8.5900,12.0200,32.618286,23.310404,因子未变动
600120.SH,2020-05-21,0.2901,6.4600,9.1000,45.948344,32.618286,因子未变动
600120.SH,2021-06-09,0.2353,4.4200,5.7800,60.086296,45.948344,因子未变动
600121.SH,2000-05-23,0.4443,16.0600,28.9000,2.722876,1.513128,因子未变动
600121.SH,2019-07-22,0.1792,2.6100,3.1800,3.584018,2.941600,因子未变动
600123.SH,2008-04-28,0.2921,31.8000,44.9200,2.354435,1.666764,因子未变动
600123.SH,2012-06-01,0.5061,23.9300,48.4500,4.961387,2.450485,因子未变动
600123.SH,2023-06-19,0.2934,8.6200,12.2000,9.172902,6.481182,因子未变动
600125.SH,2004-05-11,0.2393,6.9300,9.1100,2.806276,2.134741,因子未变动
600125.SH,2005-05-23,0.3765,6.2600,10.0400,4.500800,2.806276,因子未变动
600125.SH,2006-05-29,0.2339,7.0100,9.1500,5.874797,4.500800,因子未变动
600125.SH,2007-05-31,0.2324,14.2000,18.5000,7.653784,5.874797,因子未变动
600125.SH,2008-05-05,0.1663,7.8700,9.4400,9.180651,7.653784,因子未变动
600125.SH,2011-05-06,0.2311,12.0800,15.7100,12.081066,9.289579,因子未变动
600126.SH,2008-05-28,0.2500,7.8000,10.4000,2.730667,2.048000,因子未变动
600126.SH,2018-07-16,0.2313,4.5200,5.8800,3.764332,2.893670,因子未变动
600127.SH,2001-06-05,0.2957,21.5300,30.5700,2.440417,1.718750,因子未变动
600127.SH,2006-11-24,0.3812,2.7600,4.4600,3.951508,2.445328,因子未变动
600128.SH,2000-07-27,0.1627,24.1800,28.8800,1.224097,1.024884,因子未变动
600128.SH,2000-09-26,0.3506,15.3900,23.7000,1.885061,1.224097,因子未变动
600129.SH,2008-05-21,0.2306,10.9100,14.1800,1.720923,1.324067,因子未变动
600129.SH,2010-06-04,0.2311,9.6500,12.5500,2.238092,1.720923,因子未变动
600130.SH,2005-06-03,0.5175,3.9900,8.2700,2.184980,1.054180,因子未变动
600130.SH,2006-08-08,0.5000,2.4700,4.9400,4.369960,2.184980,因子未变动
600131.SH,2003-06-06,0.4171,6.6800,11.4600,3.634463,2.118518,因子未变动
600132.SH,2003-04-17,0.3380,14.6100,22.0700,1.888729,1.250309,因子未变动
600132.SH,2006-09-27,0.1049,23.9000,26.7000,2.199770,1.969083,因子未变动
600132.SH,2007-05-14,0.2340,37.4500,48.8900,2.871743,2.199770,因子未变动
600132.SH,2008-05-19,0.2320,22.0800,28.7500,3.739248,2.871743,因子未变动
600132.SH,2020-01-02,0.1572,43.7915,51.9600,4.350168,4.276561,因子未变动
600133.SH,2010-03-01,0.4470,11.2200,20.2900,3.236336,1.789635,因子未变动
600133.SH,2020-01-02,0.1060,4.7921,5.3600,3.305711,3.295116,因子未变动
600135.SH,2000-05-15,0.3333,26.1000,39.1500,1.500000,1.000000,因子未变动
600135.SH,2001-05-09,0.1776,18.6100,22.6300,1.824019,1.500000,因子未变动
600135.SH,2020-01-02,0.0171,6.9886,7.1100,2.197408,2.194591,因子未变动
600136.SH,2016-05-12,0.5000,23.5600,47.1200,2.256658,1.128329,因子未变动
600137.SH,2020-01-02,0.0555,14.7159,15.5800,1.214797,1.205355,因子未变动
600138.SH,2000-06-07,0.1136,20.9200,23.6000,1.743485,1.545496,因子未变动
600138.SH,2008-05-09,0.2307,21.7800,28.3100,2.485138,1.911915,因子未变动
600138.SH,2014-09-29,0.3374,16.4400,24.8100,3.980378,2.637542,因子未变动
600141.SH,2008-05-20,0.1718,26.3200,31.7800,1.295385,1.072830,因子未变动
600141.SH,2009-05-05,0.1798,12.7300,15.5200,1.579292,1.295385,因子未变动
600141.SH,2010-07-02,0.1365,12.7200,14.7300,1.828849,1.579292,因子未变动
600141.SH,2018-06-14,0.1778,12.5800,15.3000,2.400116,1.973429,因子未变动
600141.SH,2020-01-02,0.1427,8.8133,10.2800,2.447737,2.400116,因子未变动
600143.SH,2005-06-15,0.2413,11.0700,14.5900,1.317977,1.000000,因子未变动
600143.SH,2006-06-06,0.2871,15.9400,22.3600,1.857358,1.324074,因子未变动
600143.SH,2007-03-20,0.5021,33.8200,67.9300,3.730642,1.857358,因子未变动
600143.SH,2008-09-23,0.5000,7.4300,14.8600,7.528564,3.764282,因子未变动
600143.SH,2012-06-04,0.3920,6.5600,10.7900,12.732349,7.740891,因子未变动
600143.SH,2020-01-02,0.1051,6.5146,7.2800,14.700238,14.700238,因子未变动
600148.SH,2000-03-09,0.4509,14.4700,26.3500,1.849154,1.015456,因子未变动
600148.SH,2020-01-02,0.0299,12.9413,13.3400,2.090771,2.079579,因子未变动
600149.SH,2001-12-05,0.3353,9.9100,14.9100,1.504541,1.000000,因子未变动
600149.SH,2002-07-11,0.1668,10.3900,12.4700,1.805739,1.504541,因子未变动
600149.SH,2007-03-15,0.1957,4.8900,6.0800,2.245172,1.805739,因子未变动
