ts_code,trade_date,diff_pct,t_pre_close,t_1_close,factor_now,factor_prev,reason
002192.SZ,2009-04-30,0.4998,12.1900,24.3700,2.027140,1.013986,因子未变动
002192.SZ,2016-03-23,0.3333,38.1500,57.2200,3.047198,2.031643,因子未变动
002193.SZ,2008-05-16,0.5021,12.0000,24.1000,2.008333,1.000000,因子未变动
002194.SZ,2008-04-28,0.5000,20.7500,41.5000,2.000000,1.000000,因子未变动
002194.SZ,2009-04-30,0.2401,18.4500,24.2800,2.690947,2.044810,因子未变动
002194.SZ,2020-06-01,0.1670,19.4100,23.3000,3.643805,3.035462,因子未变动
002195.SZ,2008-05-26,0.2346,16.3800,21.4000,1.306471,1.000000,因子未变动
002195.SZ,2011-05-27,0.3358,19.0700,28.7100,1.988403,1.320754,因子未变动
002195.SZ,2015-03-17,0.6004,45.0600,112.7500,5.061029,2.022616,因子未变动
002195.SZ,2016-06-01,0.5019,12.9200,25.9400,10.161230,5.061029,因子未变动
002195.SZ,2017-04-18,0.4141,6.2400,10.6500,17.342486,10.161230,因子未变动
002195.SZ,2018-06-21,0.2348,4.0400,5.2800,22.665427,17.342486,因子未变动
002195.SZ,2019-06-11,0.2354,3.8000,4.9700,29.643991,22.665427,因子未变动
002196.SZ,2011-04-26,0.3369,18.6000,28.0500,1.563173,1.036542,因子未变动
002196.SZ,2017-06-09,0.4133,10.7300,18.2900,2.778175,1.629843,因子未变动
002197.SZ,2009-06-19,0.3378,19.1300,28.8900,1.530127,1.013200,因子未变动
002197.SZ,2011-06-24,0.3752,13.3900,21.4300,2.463346,1.539160,因子未变动
002197.SZ,2015-06-19,0.3756,45.2100,72.4000,4.035869,2.520188,因子未变动
002198.SZ,2010-09-08,0.5016,15.5500,31.2000,2.006431,1.000000,因子未变动
002198.SZ,2011-04-18,0.2026,13.4600,16.8800,2.516237,2.006431,因子未变动
002198.SZ,2014-04-03,0.5017,10.0900,20.2500,5.065778,2.524133,因子未变动
002199.SZ,2009-05-13,0.2370,13.6800,17.9300,1.321765,1.008464,因子未变动
002199.SZ,2010-04-28,0.2347,18.6500,24.3700,1.727154,1.321765,因子未变动
002199.SZ,2012-04-26,0.3392,7.5200,11.3800,2.632225,1.739397,因子未变动
002200.SZ,2009-05-15,0.4490,20.5300,37.2600,1.814905,1.000000,因子未变动
002200.SZ,2025-12-12,0.1125,6.9400,7.8200,2.045037,1.814905,因子未变动
002201.SZ,2008-05-27,0.2314,11.7600,15.3000,1.301020,1.000000,因子未变动
002201.SZ,2010-05-05,0.2354,12.5700,16.4400,1.701573,1.301020,因子未变动
002201.SZ,2011-06-08,0.2311,9.1500,11.9000,2.212975,1.701573,因子未变动
002201.SZ,2014-10-21,0.2320,10.4300,13.5800,2.885882,2.216477,因子未变动
002201.SZ,2017-06-08,0.2308,9.5300,12.3900,3.756930,2.889713,因子未变动
002201.SZ,2021-06-16,0.2861,14.2700,19.9900,5.266510,3.759535,因子未变动
002201.SZ,2022-07-06,0.2863,17.2000,24.1000,7.379238,5.266510,因子未变动
002202.SZ,2008-02-27,0.5004,70.9500,142.0000,2.001409,1.000000,因子未变动
002202.SZ,2009-04-24,0.2904,30.3000,42.7000,2.820468,2.001409,因子未变动
002202.SZ,2010-04-06,0.3768,21.9000,35.1400,4.525628,2.820468,因子未变动
002202.SZ,2017-08-24,0.2411,11.4900,15.1400,6.757485,5.128369,因子未变动
002203.SZ,2011-12-26,0.1008,10.8800,12.1000,1.157327,1.040638,因子未变动
002203.SZ,2012-06-06,0.3396,8.4000,12.7200,1.752524,1.157327,因子未变动
002203.SZ,2014-09-18,0.4996,6.3500,12.6900,3.583870,1.793347,因子未变动
002204.SZ,2012-06-29,0.3379,15.9500,24.0900,1.546004,1.023610,因子未变动
002204.SZ,2013-07-01,0.3389,6.7900,10.2700,2.338360,1.546004,因子未变动
002204.SZ,2016-06-24,0.5006,4.1000,8.2100,4.708050,2.351158,因子未变动
002205.SZ,2009-05-22,0.2017,14.2900,17.9000,1.261914,1.007417,因子未变动
002205.SZ,2020-06-10,0.3761,9.0400,14.4900,2.098570,1.309253,因子未变动
002206.SZ,2010-05-25,0.5045,16.0300,32.3500,2.058179,1.019864,因子未变动
002206.SZ,2011-05-18,0.3436,14.0600,21.4200,3.135576,2.058179,因子未变动
002206.SZ,2017-05-10,0.6108,7.2000,18.5000,9.504054,3.698875,因子未变动
002207.SZ,2014-06-19,0.5010,12.2400,24.5300,2.052321,1.024069,因子未变动
002208.SZ,2008-05-30,0.3366,14.1300,21.3000,1.507431,1.000000,因子未变动
002208.SZ,2010-06-10,0.5014,10.9700,22.0000,3.067761,1.529697,因子未变动
002208.SZ,2019-05-14,0.3792,8.7600,14.1100,5.325042,3.305979,因子未变动
002209.SZ,2010-05-06,0.3371,11.0900,16.7300,1.519909,1.007519,因子未变动
002210.SZ,2009-06-08,0.3383,9.4100,14.2200,1.525550,1.009524,因子未变动
002210.SZ,2010-06-01,0.3354,9.8300,14.7900,2.295309,1.525550,因子未变动
002210.SZ,2012-05-04,0.2399,6.0500,7.9600,3.029323,2.302437,因子未变动
002210.SZ,2015-04-16,0.3360,18.8100,28.3300,4.630016,3.074147,因子未变动
002210.SZ,2016-06-20,0.2329,17.0300,22.2000,6.035605,4.630016,因子未变动
002210.SZ,2017-07-13,0.4155,10.3800,17.7600,10.326815,6.035605,因子未变动
002211.SZ,2011-04-07,0.3333,11.3800,17.0700,1.523660,1.015773,因子未变动
002212.SZ,2009-06-03,0.3461,18.6700,28.5500,1.530971,1.001164,因子未变动
002212.SZ,2011-05-18,0.5030,10.0400,20.2000,3.135443,1.558408,因子未变动
002213.SZ,2010-05-26,0.5027,9.2000,18.5000,2.049293,1.019108,因子未变动
002214.SZ,2013-05-28,0.5021,10.7800,21.6500,2.057828,1.024637,因子未变动
002214.SZ,2015-05-15,0.5006,16.3300,32.7000,4.142374,2.068653,因子未变动
002214.SZ,2021-06-09,0.1687,19.6100,23.5900,5.054689,4.201884,因子未变动
002215.SZ,2008-10-17,0.2370,13.7800,18.0600,1.310595,1.000000,因子未变动
002215.SZ,2009-06-11,0.2373,16.4600,21.5800,1.718265,1.310595,因子未变动
002215.SZ,2011-06-13,0.3801,15.1700,24.4700,2.798140,1.734687,因子未变动
002215.SZ,2013-05-29,0.3390,7.7800,11.7700,4.333997,2.864783,因子未变动
002215.SZ,2014-05-20,0.2469,7.2300,9.6000,5.754685,4.333997,因子未变动
002215.SZ,2015-05-25,0.2327,28.6500,37.3400,7.500172,5.754685,因子未变动
002216.SZ,2009-06-05,0.5027,18.1000,36.4000,2.011050,1.000000,因子未变动
002216.SZ,2013-04-11,0.5036,13.8000,27.8000,4.119650,2.045006,因子未变动
002216.SZ,2015-04-28,0.5003,15.9400,31.9000,8.267332,4.131074,因子未变动
002216.SZ,2021-05-19,0.1173,18.2800,20.7100,9.470346,8.359146,因子未变动
002217.SZ,2008-05-12,0.1674,18.7500,22.5200,1.201067,1.000000,因子未变动
002217.SZ,2009-04-30,0.3400,10.1900,15.4400,1.819869,1.201067,因子未变动
002217.SZ,2012-05-16,0.3409,5.8200,8.8300,2.794977,1.842216,因子未变动
002217.SZ,2017-05-26,0.5021,9.4100,18.9000,5.623386,2.799792,因子未变动
002218.SZ,2008-06-12,0.1675,22.5600,27.1000,1.201241,1.000000,因子未变动
002218.SZ,2009-05-05,0.3338,24.3500,36.5500,1.803095,1.201241,因子未变动
002218.SZ,2011-05-11,0.3345,16.7700,25.2000,2.713759,1.805942,因子未变动
002218.SZ,2017-07-06,0.5020,4.9400,9.9200,5.490041,2.733952,因子未变动
002219.SZ,2009-09-09,0.5008,19.4700,39.0000,2.003082,1.000000,因子未变动
002219.SZ,2010-09-29,0.3758,15.1300,24.2400,3.209167,2.003082,因子未变动
002219.SZ,2011-05-19,0.2012,16.9900,21.2700,4.017598,3.209167,因子未变动
002219.SZ,2012-05-23,0.1316,13.9900,16.1100,4.626412,4.017598,因子未变动
002219.SZ,2014-02-28,0.2877,24.4600,34.3400,6.495134,4.626412,因子未变动
002219.SZ,2015-10-28,0.5999,14.9000,37.2400,16.233476,6.495134,因子未变动
002219.SZ,2022-06-23,0.2676,2.4900,3.4000,22.166191,16.233476,因子未变动
002221.SZ,2013-04-18,0.5005,10.1800,20.3800,2.023349,1.010682,因子未变动
002221.SZ,2016-05-19,0.5012,9.9800,20.0100,4.067463,2.028650,因子未变动
002222.SZ,2011-05-04,0.3414,10.9400,16.6100,1.618945,1.066301,因子未变动
002222.SZ,2016-05-20,0.3355,11.2100,16.8700,2.547513,1.692805,因子未变动
002223.SZ,2009-04-22,0.3384,25.5100,38.5600,1.529613,1.011940,因子未变动
002223.SZ,2010-05-27,0.3761,37.1900,59.6100,2.451740,1.529613,因子未变动
002223.SZ,2011-05-27,0.3751,24.6100,39.3800,3.923182,2.451740,因子未变动
002223.SZ,2012-05-22,0.2345,15.2100,19.8700,5.125157,3.923182,因子未变动
002223.SZ,2017-05-26,0.3413,22.3300,33.9000,8.747019,5.761680,因子未变动
002224.SZ,2009-07-01,0.1694,13.4300,16.1700,1.204021,1.000000,因子未变动
002224.SZ,2010-06-25,0.3365,13.2100,19.9100,1.814690,1.204021,因子未变动
002224.SZ,2011-05-31,0.1703,10.1800,12.2700,2.187254,1.814690,因子未变动
002224.SZ,2013-09-18,0.3333,10.9000,16.3500,3.345751,2.230501,因子未变动
002224.SZ,2014-05-27,0.5044,5.6000,11.3000,6.751247,3.345751,因子未变动
002225.SZ,2009-05-20,0.2376,7.2200,9.4700,1.324584,1.009873,因子未变动
002225.SZ,2011-05-27,0.2353,9.9100,12.9600,1.743887,1.333481,因子未变动
002226.SZ,2009-05-27,0.2335,22.2600,29.0400,1.304582,1.000000,因子未变动
002226.SZ,2010-04-19,0.4999,24.4900,48.9700,2.608632,1.304582,因子未变动
002226.SZ,2011-09-26,0.3486,16.9300,25.9900,4.004627,2.608632,因子未变动
002226.SZ,2015-05-28,0.5079,13.9800,28.4100,8.813909,4.337151,因子未变动
002226.SZ,2021-05-25,0.2914,5.0100,7.0700,12.765225,9.045796,因子未变动
002227.SZ,2014-05-28,0.5015,17.1200,34.3400,2.057303,1.025656,因子未变动
002228.SZ,2009-05-25,0.4790,12.7800,24.5300,1.919405,1.000000,因子未变动
002228.SZ,2011-06-10,0.3778,7.8400,12.6000,3.105887,1.932552,因子未变动
002228.SZ,2016-05-18,0.6450,6.4000,18.0300,9.138637,3.243887,因子未变动
002229.SZ,2009-09-09,0.4116,15.3400,26.0700,1.724920,1.014970,因子未变动
002229.SZ,2012-04-06,0.4814,9.1800,17.7000,3.387816,1.757071,因子未变动
002229.SZ,2017-05-18,0.3339,11.9100,17.8800,5.139797,3.423657,因子未变动
002230.SZ,2009-05-22,0.3383,22.4300,33.9000,1.511369,1.000000,因子未变动
002230.SZ,2011-03-03,0.3352,45.8300,68.9400,2.283175,1.517811,因子未变动
002230.SZ,2012-05-21,0.3360,23.7300,35.7400,3.438713,2.283175,因子未变动
002230.SZ,2014-04-16,0.4143,27.5300,47.0000,5.888527,3.449173,因子未变动
002230.SZ,2015-04-16,0.3348,45.2700,68.0500,8.851652,5.888527,因子未变动
002230.SZ,2018-05-14,0.3345,36.8700,55.4000,13.391190,8.912152,因子未变动
002231.SZ,2010-05-12,0.3374,10.9400,16.5100,1.521531,1.008210,因子未变动
002231.SZ,2012-04-09,0.5036,9.6700,19.4800,3.089225,1.533512,因子未变动
002232.SZ,2009-04-10,0.5040,18.0100,36.3100,2.016102,1.000000,因子未变动
002232.SZ,2011-05-11,0.2857,11.9000,16.6600,3.070546,2.193247,因子未变动
002233.SZ,2011-05-23,0.5020,9.9000,19.8800,2.033491,1.012654,因子未变动
002233.SZ,2026-04-30,0.0503,9.0700,9.5500,3.542400,3.542400,因子未变动
002234.SZ,2012-06-18,0.5171,14.0000,28.9900,2.079378,1.004184,因子未变动
002235.SZ,2009-06-01,0.3376,11.7700,17.7700,1.509771,1.000000,因子未变动
002235.SZ,2010-06-11,0.2306,11.5100,14.9600,1.962308,1.509771,因子未变动
002235.SZ,2016-04-19,0.3332,20.9900,31.4800,3.048403,2.032592,因子未变动
002235.SZ,2018-06-05,0.3336,8.3100,12.4700,4.574439,3.048403,因子未变动
002236.SZ,2010-05-07,0.5037,39.3100,79.2100,2.025619,1.005266,因子未变动
002236.SZ,2011-06-08,0.5030,40.9300,82.3600,4.075984,2.025619,因子未变动
002236.SZ,2012-05-29,0.5021,27.9200,56.0800,8.187004,4.075984,因子未变动
002236.SZ,2013-04-16,0.5012,32.4700,65.0900,16.411829,8.187004,因子未变动
002236.SZ,2016-04-27,0.6023,13.2300,33.2700,41.514154,16.508333,因子未变动
002237.SZ,2009-05-20,0.5020,41.6700,83.6800,2.008159,1.000000,因子未变动
002237.SZ,2012-07-02,0.5038,19.3400,38.9800,4.047469,2.008159,因子未变动
002237.SZ,2015-04-16,0.5034,14.5300,29.2600,8.150650,4.047469,因子未变动
002238.SZ,2011-06-09,0.1706,18.2800,22.0400,1.218425,1.010563,因子未变动
002238.SZ,2015-06-09,0.2346,29.9100,39.0800,1.628388,1.246292,因子未变动
002238.SZ,2016-06-20,0.1762,14.2100,17.2500,1.976755,1.628388,因子未变动
002238.SZ,2020-06-24,0.3004,7.7100,11.0200,3.176341,2.222286,因子未变动
002239.SZ,2009-06-09,0.3384,8.7600,13.2400,1.511416,1.000000,因子未变动
002239.SZ,2014-07-18,0.5248,5.0700,10.6700,3.215309,1.527799,因子未变动
002239.SZ,2017-06-20,0.6447,4.5300,12.7500,9.054649,3.217064,因子未变动
002240.SZ,2011-04-06,0.3751,7.4800,11.9700,1.616714,1.010277,因子未变动
002241.SZ,2009-05-11,0.5043,16.7300,33.7500,2.017334,1.000000,因子未变动
002241.SZ,2010-03-15,0.3354,21.0400,31.6600,3.035589,2.017334,因子未变动
002241.SZ,2011-06-03,0.5024,20.3300,40.8600,6.101042,3.035589,因子未变动
002241.SZ,2013-05-22,0.4456,39.5500,71.3400,11.064165,6.133834,因子未变动
002241.SZ,2017-04-28,0.5021,17.3700,34.8900,22.435952,11.169747,因子未变动
002242.SZ,2009-04-30,0.4813,28.8400,55.6000,1.927878,1.000000,因子未变动
002242.SZ,2010-05-05,0.3515,16.7900,25.8900,2.972767,1.927878,因子未变动
002243.SZ,2009-09-28,0.3756,10.9400,17.5200,1.620377,1.011811,因子未变动
002244.SZ,2008-08-18,0.5000,8.7100,17.4200,2.000000,1.000000,因子未变动
002244.SZ,2009-04-29,0.2375,10.2100,13.3900,2.622919,2.000000,因子未变动
002244.SZ,2015-07-10,0.5048,7.6700,15.4900,5.539799,2.743076,因子未变动
002244.SZ,2023-08-04,0.0228,10.7000,10.9500,1.000000,6.419489,因子未变动
002245.SZ,2009-06-23,0.5010,12.1200,24.2900,2.004125,1.000000,因子未变动
002245.SZ,2010-06-04,0.3353,11.0200,16.5800,3.015281,2.004125,因子未变动
002245.SZ,2011-05-24,0.5011,8.9700,17.9800,6.044008,3.015281,因子未变动
002245.SZ,2015-03-20,0.5472,8.7800,19.3900,13.577364,6.147976,因子未变动
002246.SZ,2014-06-06,0.3364,7.1000,10.7000,1.569613,1.041519,因子未变动
002247.SZ,2010-05-14,0.3387,16.1700,24.4500,1.520554,1.005618,因子未变动
002247.SZ,2014-04-10,0.5028,8.8300,17.7600,3.156044,1.569137,因子未变动
002247.SZ,2016-04-11,0.5033,15.0900,30.3800,6.378226,3.168118,因子未变动
002248.SZ,2010-08-24,0.5009,25.1800,50.4500,2.013097,1.004753,因子未变动
002249.SZ,2009-05-19,0.5064,30.6300,62.0500,2.025792,1.000000,因子未变动
002249.SZ,2010-06-11,0.4176,29.7900,51.1500,3.478323,2.025792,因子未变动
002249.SZ,2012-05-31,0.3512,9.5900,14.7800,5.409094,3.509690,因子未变动
002249.SZ,2015-03-19,0.5074,9.2900,18.8600,11.328101,5.579960,因子未变动
002249.SZ,2023-10-24,0.0162,4.8600,4.9400,1.000000,12.811011,因子未变动
002250.SZ,2010-04-27,0.4771,29.2900,56.0100,1.942902,1.016026,因子未变动
002250.SZ,2011-08-25,0.3333,21.4400,32.1600,2.929996,1.953331,因子未变动
002250.SZ,2012-05-03,0.2344,15.8100,20.6500,3.826972,2.929996,因子未变动
002250.SZ,2014-06-18,0.3371,13.9800,21.0900,5.799537,3.844359,因子未变动
002251.SZ,2009-04-17,0.5008,29.4300,58.9500,2.003058,1.000000,因子未变动
002251.SZ,2013-07-04,0.4688,12.1600,22.8900,4.005245,2.127732,因子未变动
002251.SZ,2015-06-16,0.0963,31.3600,34.7000,4.588315,4.146673,因子未变动
002252.SZ,2010-10-19,0.4118,32.3300,54.9600,1.780649,1.047459,因子未变动
002252.SZ,2012-05-08,0.4545,14.8800,27.2800,3.316176,1.808823,因子未变动
002252.SZ,2014-09-25,0.5000,31.6500,63.3000,6.658798,3.329399,因子未变动
002252.SZ,2015-09-17,0.5000,43.5600,87.1200,13.340486,6.670243,因子未变动
002252.SZ,2016-09-28,0.4444,21.6300,38.9300,24.042773,13.358470,因子未变动
002253.SZ,2009-04-02,0.1797,26.5300,32.3400,1.218997,1.000000,因子未变动
002253.SZ,2010-05-19,0.1778,30.9400,37.6300,1.482575,1.218997,因子未变动
002253.SZ,2012-06-12,0.3827,15.1600,24.5600,2.421065,1.494436,因子未变动
002253.SZ,2016-05-19,0.3359,33.8700,51.0000,3.717819,2.469069,因子未变动
002254.SZ,2009-07-13,0.2516,27.7000,37.0100,1.388415,1.039154,因子未变动
002254.SZ,2010-06-11,0.3848,23.5300,38.2500,2.256986,1.388415,因子未变动
002254.SZ,2011-06-08,0.3525,17.8700,27.6000,3.485888,2.256986,因子未变动
002254.SZ,2013-05-16,0.2311,7.9500,10.3400,4.635139,3.563767,因子未变动
002254.SZ,2015-07-10,0.1705,11.6800,14.0800,5.587565,4.635139,因子未变动
002255.SZ,2012-05-31,0.5015,14.7300,29.5500,2.044187,1.018980,因子未变动
002255.SZ,2015-07-01,0.5011,11.5300,23.1100,4.138934,2.064990,因子未变动
002256.SZ,2009-05-19,0.3845,12.3100,20.0000,1.624695,1.000000,因子未变动
002256.SZ,2010-05-17,0.3331,8.8500,13.2700,2.436125,1.624695,因子未变动
002256.SZ,2012-05-30,0.3374,5.9300,8.9500,3.676782,2.436125,因子未变动
002256.SZ,2016-09-27,0.7500,7.1800,28.7200,14.845570,3.711393,因子未变动
002258.SZ,2009-08-27,0.3394,27.8300,42.1300,1.540213,1.017425,因子未变动
002258.SZ,2016-01-26,0.1067,16.5700,18.5500,1.773801,1.584468,因子未变动
002258.SZ,2016-04-08,0.5038,12.2600,24.7100,3.575093,1.773801,因子未变动
002258.SZ,2022-04-13,0.2973,21.7200,30.9100,5.235518,3.678921,因子未变动
002259.SZ,2010-06-25,0.2895,6.4300,9.0500,1.421130,1.009709,因子未变动
002259.SZ,2011-09-23,0.4448,5.2300,9.4200,2.576889,1.430693,因子未变动
002261.SZ,2009-05-26,0.2875,27.8000,39.0200,1.403597,1.000000,因子未变动
002261.SZ,2010-04-28,0.2328,30.3200,39.5200,1.829491,1.403597,因子未变动
002261.SZ,2011-06-03,0.3358,19.1300,28.8000,2.754278,1.829491,因子未变动
002261.SZ,2012-06-06,0.2322,11.5100,14.9900,3.587022,2.754278,因子未变动
002261.SZ,2014-05-08,0.2869,19.5100,27.3600,5.038909,3.593169,因子未变动
002261.SZ,2016-03-29,0.5006,16.9800,34.0000,10.097665,5.042892,因子未变动
002262.SZ,2009-06-10,0.3366,12.7900,19.2800,1.507428,1.000000,因子未变动
002262.SZ,2010-06-01,0.2319,23.9500,31.1800,1.962488,1.507428,因子未变动
002262.SZ,2013-06-05,0.2874,22.6400,31.7700,2.767435,1.972135,因子未变动
002262.SZ,2014-05-28,0.1686,20.4600,24.6100,3.328768,2.767435,因子未变动
002262.SZ,2015-04-08,0.1681,27.5200,33.0800,4.001295,3.328768,因子未变动
002262.SZ,2016-06-08,0.2325,19.5400,25.4600,5.213560,4.001295,因子未变动
002262.SZ,2017-05-12,0.3770,12.7100,20.4000,8.367949,5.213560,因子未变动
002263.SZ,2009-03-31,0.3337,6.3700,9.5600,1.500785,1.000000,因子未变动
002263.SZ,2013-07-02,0.1669,5.5900,6.7100,1.863937,1.552818,因子未变动
002263.SZ,2016-06-20,0.5010,4.9400,9.9000,4.524501,2.257680,因子未变动
002264.SZ,2010-04-16,0.3353,21.7900,32.7800,1.543148,1.025784,因子未变动
002264.SZ,2011-09-27,0.5000,12.3100,24.6200,3.099001,1.549501,因子未变动
002264.SZ,2012-04-20,0.3382,7.3000,11.0300,4.682463,3.099001,因子未变动
002266.SZ,2011-06-21,0.5035,16.2200,32.6700,2.048918,1.017247,因子未变动
002266.SZ,2012-06-12,0.5040,8.0000,16.1300,4.131131,2.048918,因子未变动
002266.SZ,2013-09-16,0.5041,7.8300,15.7900,8.330849,4.131131,因子未变动
002266.SZ,2015-07-03,0.2319,8.9100,11.6000,10.861583,8.342819,因子未变动
002267.SZ,2012-07-16,0.5067,8.4100,17.0500,2.130249,1.050756,因子未变动
002268.SZ,2009-05-07,0.1734,20.7400,25.0900,1.209740,1.000000,因子未变动
002268.SZ,2010-05-04,0.3948,19.1000,31.5600,1.998921,1.209740,因子未变动
002268.SZ,2011-05-24,0.2374,18.0200,23.6300,2.621226,1.998921,因子未变动
002268.SZ,2015-04-15,0.5001,61.4800,122.9900,5.269624,2.634169,因子未变动
002268.SZ,2017-06-07,0.3763,17.1400,27.4800,8.473949,5.285425,因子未变动
002269.SZ,2009-05-19,0.3403,18.5900,28.1800,1.515869,1.000000,因子未变动
002269.SZ,2015-05-12,0.6018,8.8400,22.2000,4.487259,1.786818,因子未变动
002270.SZ,2012-03-13,0.2345,8.1300,10.6200,1.342405,1.027660,因子未变动
002270.SZ,2018-06-29,0.3420,5.8100,8.8300,2.086759,1.373054,因子未变动
002270.SZ,2023-09-06,0.0222,11.8900,12.1600,1.000000,2.377392,因子未变动
002271.SZ,2009-06-03,0.3397,24.5500,37.1800,1.514460,1.000000,因子未变动
002271.SZ,2010-04-16,0.5021,34.2700,68.8300,3.041736,1.514460,因子未变动
002271.SZ,2011-06-13,0.5039,16.0900,32.4300,6.130734,3.041736,因子未变动
002271.SZ,2015-06-01,0.5017,30.0400,60.2800,12.629951,6.294024,因子未变动
002271.SZ,2018-06-20,0.4143,19.6100,33.4800,21.800409,12.768996,因子未变动
002271.SZ,2020-10-22,0.3333,35.0000,52.5000,33.441427,22.294282,因子未变动
002272.SZ,2009-06-19,0.1051,20.3600,22.7500,1.117387,1.000000,因子未变动
002272.SZ,2011-05-23,0.3335,13.1300,19.7000,1.696773,1.130895,因子未变动
002272.SZ,2012-03-14,0.5023,10.7600,21.6200,3.409316,1.696773,因子未变动
002273.SZ,2009-05-19,0.2385,22.9900,30.1900,1.313180,1.000000,因子未变动
002273.SZ,2010-05-21,0.2391,35.1000,46.1300,1.725840,1.313180,因子未变动
002273.SZ,2012-04-26,0.5083,14.8900,30.2800,3.509633,1.725840,因子未变动
002273.SZ,2013-05-22,0.3369,25.1900,37.9900,5.293011,3.509633,因子未变动
002273.SZ,2016-05-16,0.3354,20.7100,31.1600,8.053838,5.352856,因子未变动
002273.SZ,2018-05-23,0.2346,15.7600,20.5900,10.573569,8.093222,因子未变动
002273.SZ,2019-07-24,0.2363,10.3100,13.5000,13.845119,10.573569,因子未变动
002274.SZ,2010-06-25,0.2306,10.3100,13.4000,1.318907,1.014771,因子未变动
002274.SZ,2014-06-23,0.3373,6.1500,9.2800,2.004619,1.328492,因子未变动
002274.SZ,2019-06-10,0.3431,6.7400,10.2600,3.176601,2.086773,因子未变动
002275.SZ,2011-04-21,0.2380,18.2500,23.9500,1.337098,1.018874,因子未变动
002276.SZ,2010-04-07,0.5012,17.9700,36.0300,2.005008,1.000000,因子未变动
002276.SZ,2012-03-28,0.4488,7.0500,12.7900,3.637455,2.005008,因子未变动
002277.SZ,2010-04-30,0.4491,19.5300,35.4500,1.815156,1.000000,因子未变动
002277.SZ,2012-09-20,0.3750,9.8500,15.7600,2.950985,1.844366,因子未变动
002277.SZ,2017-03-27,0.5032,7.8600,15.8200,6.151587,3.056351,因子未变动
002278.SZ,2010-05-27,0.1736,14.7600,17.8600,1.210027,1.000000,因子未变动
002278.SZ,2011-04-15,0.1736,14.2800,17.2800,1.464234,1.210027,因子未变动
002278.SZ,2013-05-30,0.1014,11.3400,12.6200,1.658022,1.489855,因子未变动
002278.SZ,2014-06-11,0.1031,9.7400,10.8600,1.848678,1.658022,因子未变动
002278.SZ,2015-05-26,0.1349,16.0900,18.6000,2.137067,1.848678,因子未变动
002279.SZ,2010-05-21,0.4509,23.5000,42.8000,1.821277,1.000000,因子未变动
002279.SZ,2012-06-08,0.3817,11.0800,17.9200,2.986250,1.846409,因子未变动
002279.SZ,2016-05-12,0.6009,19.5200,48.9100,7.653186,3.054389,因子未变动
002279.SZ,2017-05-11,0.2320,13.2100,17.2000,9.964784,7.653186,因子未变动
002281.SZ,2017-04-14,0.6690,23.8500,72.0500,3.201348,1.059711,因子未变动
002282.SZ,2011-04-11,0.2394,16.8700,22.1800,1.340289,1.019417,因子未变动
002282.SZ,2015-04-10,0.3359,17.8700,26.9100,2.066144,1.372054,因子未变动
002283.SZ,2011-05-13,0.5016,14.3600,28.8100,2.013726,1.003717,因子未变动
002283.SZ,2016-07-28,0.5009,8.5600,17.1500,4.078644,2.035755,因子未变动
002284.SZ,2010-05-28,0.5023,21.8800,43.9600,2.009141,1.000000,因子未变动
002284.SZ,2011-05-26,0.3366,12.9500,19.5200,3.028450,2.009141,因子未变动
002284.SZ,2015-04-24,0.5018,12.6300,25.3500,6.295063,3.136357,因子未变动
002285.SZ,2010-05-04,0.4154,28.4300,48.6300,1.710517,1.000000,因子未变动
002285.SZ,2011-05-04,0.3380,18.6300,28.1400,2.583680,1.710517,因子未变动
002285.SZ,2013-05-10,0.2469,10.9500,14.5400,3.488489,2.627164,因子未变动
002285.SZ,2014-05-28,0.4482,8.4100,15.2400,6.321591,3.488489,因子未变动
002285.SZ,2015-04-27,0.3760,21.8400,35.0000,10.130755,6.321591,因子未变动
002285.SZ,2016-04-14,0.2878,9.8000,13.7600,14.224407,10.130755,因子未变动
002286.SZ,2010-06-03,0.2321,23.8200,31.0200,1.302267,1.000000,因子未变动
002286.SZ,2012-05-30,0.2351,12.8500,16.8000,1.702575,1.302267,因子未变动
002286.SZ,2014-06-09,0.5018,7.0100,14.0700,3.450709,1.719223,因子未变动
002287.SZ,2019-07-11,0.2407,21.9200,28.8700,1.486961,1.128999,因子未变动
002287.SZ,2021-07-08,0.0125,26.8600,27.2000,1.012658,1.511709,因子未变动
002287.SZ,2022-07-19,0.0240,23.9700,24.5600,1.568524,1.012658,因子未变动
002289.SZ,2017-07-05,0.3332,12.8500,19.2700,1.524424,1.016546,因子未变动
002290.SZ,2010-03-17,0.4462,33.2200,59.9900,1.805840,1.000000,因子未变动
002290.SZ,2012-05-04,0.2900,12.2400,17.2400,2.558885,1.816749,因子未变动
002291.SZ,2010-04-16,0.2318,18.0900,23.5500,1.301824,1.000000,因子未变动
002291.SZ,2011-04-29,0.2306,10.9100,14.1800,1.692014,1.301824,因子未变动
002292.SZ,2010-05-04,0.3750,28.5000,45.6000,1.600000,1.000000,因子未变动
002292.SZ,2011-05-11,0.3809,19.9600,32.2400,2.584369,1.600000,因子未变动
002292.SZ,2013-04-18,0.3348,13.3100,20.0100,3.923363,2.609693,因子未变动
002292.SZ,2015-06-02,0.5005,37.8500,75.7800,7.881098,3.936389,因子未变动
002293.SZ,2013-05-31,0.5073,23.1400,46.9700,2.129402,1.049060,因子未变动
002293.SZ,2015-05-28,0.6051,30.8200,78.0500,5.483120,2.165147,因子未变动
